ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000380985.10,2115,40.37,NLN
ENST00000380986.9,327,48.23,FKBP1B
ENST00000380989.6,3117,46.17,PITRM1
ENST00000381003.7,999,43.22,FAM9A
ENST00000381006.8,1863,39.9,RUFY3
ENST00000381007.9,915,39.79,SGTB
ENST00000381020.8,942,57.01,CDX2
ENST00000381031.8,1410,54.16,TTC38
ENST00000381032.6,741,57.23,VCX3B
ENST00000381033.5,852,58.09,PDX1
ENST00000381042.9,762,40.45,PNPLA4
ENST00000381055.8,3354,35.91,ADAMTS6
ENST00000381059.7,621,56.54,VCX
ENST00000381070.8,1419,36.93,CWC27
ENST00000381086.9,585,49.16,IGFBP3
ENST00000381089.7,561,57.5,VCX3A
ENST00000381095.8,2451,38.89,NLGN4X
ENST00000381125.9,2355,51.45,PFKP
ENST00000381127.6,1773,40.73,ARSF
ENST00000381129.8,1155,49.33,AIPL1
ENST00000381150.5,933,57.56,SDC1
ENST00000381151.5,2157,39.02,SLC5A3
ENST00000381154.6,1782,48.88,ARSD
ENST00000381163.7,1506,43.64,GYG2
ENST00000381174.10,543,45.98,XG
ENST00000381176.5,600,53.42,SHISAL1
ENST00000381192.10,558,47.38,CD99
ENST00000381210.8,1092,33.53,TECRL
ENST00000381213.7,1650,38.91,MIER3
ENST00000381223.9,2085,49.62,ZBED1
ENST00000381227.5,3525,40.19,POLR2B
ENST00000381241.9,1122,52.08,ASMT
ENST00000381249.4,1011,41.87,RDH14
ENST00000381271.7,1518,43.01,KLHL42
ENST00000381280.4,1305,45.43,SMOC1
ENST00000381295.7,2685,34.98,EXOC1
ENST00000381297.10,1080,48.23,P2RY8
ENST00000381298.7,2757,37.44,IL6ST
ENST00000381312.6,2220,47.83,ADARB2
ENST00000381317.9,1866,52.23,ASMTL
ENST00000381318.8,5166,42.47,ITSN1
ENST00000381323.7,972,42.98,CYRIA
ENST00000381334.10,975,38.82,TMEM165
ENST00000381337.6,1062,40.19,THUMPD1
ENST00000381340.8,8106,38.26,ITPR2
ENST00000381346.9,957,42.62,RDH11
ENST00000381359.5,180,49.05,SERF2
ENST00000381365.4,573,62.89,C17orf107
ENST00000381393.3,627,47.37,MBD3L2
ENST00000381401.11,897,57.28,SLC25A6
ENST00000381405.5,555,39.72,ESM1
ENST00000381410.5,1875,42.68,SNX18
ENST00000381418.9,3570,61.32,HR
ENST00000381434.7,813,37.75,IL33
ENST00000381458.6,2082,47.92,TGM3
ENST00000381477.8,357,41.47,MLANA
ENST00000381480.7,2406,55.66,DENND1C
ENST00000381482.8,1605,48.09,STK35
ENST00000381486.7,5850,47.32,GREB1
ENST00000381497.6,1110,55.2,
ENST00000381501.8,1896,40.43,TEC
ENST00000381519.5,462,62.94,MRPL23
ENST00000381524.8,1203,50.88,CSF2RA
ENST00000381525.8,846,41.96,E2F6
ENST00000381527.8,1395,37.47,CDK8
ENST00000381554.8,1050,41.59,CRYZL1
ENST00000381568.9,1161,54.12,
ENST00000381569.5,1791,50.43,LZTS1
ENST00000381571.6,552,36.36,COMMD8
ENST00000381577.4,873,38.15,CD274
ENST00000381578.6,879,51.23,SHOX
ENST00000381588.9,2058,40.13,RNF6
ENST00000381591.5,1809,37.94,ZMYND11
ENST00000381623.4,594,39.95,SIRPD
ENST00000381624.4,2397,49.49,CATSPERD
ENST00000381627.4,558,39.23,RLN2
ENST00000381638.7,8886,44.49,ZZEF1
ENST00000381641.4,642,37.6,INSL6
ENST00000381647.7,885,36.01,RIMOC1
ENST00000381655.7,3567,41.77,ATP8A2
ENST00000381661.3,1146,49.93,ATP6V1C2
ENST00000381668.9,3495,38.15,ATP8A1
ENST00000381669.8,1590,53.76,BAIAP2L2
ENST00000381685.10,2067,41.05,NOL10
ENST00000381707.6,2637,58.55,NUTM2A
ENST00000381714.7,1044,38.22,HMG20A
ENST00000381733.9,1236,40.73,ASAH1
ENST00000381750.9,1122,42.81,RCL1
ENST00000381774.9,945,44.39,CPPED1
ENST00000381781.2,1029,50.27,ARRDC5
ENST00000381782.7,2157,39.47,NSUN7
ENST00000381795.10,1575,43.22,RBM47
ENST00000381808.7,624,50.39,SDCBP2
ENST00000381809.8,684,41.46,AK3
ENST00000381839.7,3033,41.63,GART
ENST00000381848.7,1392,55.3,PLIN5
ENST00000381854.4,1014,36.8,CDC37L1
ENST00000381861.7,1554,40.93,MTUS1
ENST00000381873.7,1485,50.5,SNPH
ENST00000381884.9,4017,41.37,CENPJ
ENST00000381890.9,876,41.45,SPATA6L
ENST00000381894.3,771,55.74,TMEM74B
ENST00000381903.2,774,33.79,KLRC3
ENST00000381908.7,540,37.43,KLRD1
ENST00000381911.6,549,65.11,TNNI2
ENST00000381922.5,1512,50.62,ANGPT4
ENST00000381923.6,552,41.83,TMEM52B
ENST00000381937.9,1329,35.98,NADK2
ENST00000381938.4,891,39,TMEM156
ENST00000381941.8,888,51.88,FAM110A
ENST00000381951.1,930,45.27,OR1A2
ENST00000381967.9,1839,39.89,PGM2
ENST00000381968.7,1206,63.55,SYT8
ENST00000381980.9,945,41.01,C4orf19
ENST00000381989.4,5175,42.87,PARP4
ENST00000382040.4,1086,40.27,RSAD2
ENST00000382041.7,6273,41.16,NIN
ENST00000382051.8,2073,47.92,SLC34A2
ENST00000382068.3,846,42.05,
ENST00000382071.6,1002,47.14,C1QTNF9
ENST00000382073.4,630,36.72,CLEC6A
ENST00000382079.3,855,38.35,C1QTNF3-AMACR
ENST00000382080.6,939,35.46,SGCZ
ENST00000382082.4,1638,41.9,KCNV2
ENST00000382095.8,1959,44.13,SPATA13
ENST00000382097.4,756,42.24,C22orf42
ENST00000382100.8,2622,42.45,VLDLR
ENST00000382103.7,1506,36.3,SEPSECS
ENST00000382110.6,2208,47.39,TRAPPC12
ENST00000382114.9,1638,44.13,LGI2
ENST00000382119.1,567,45.03,NANOGNB
ENST00000382120.4,723,49.34,SOD3
ENST00000382141.4,3318,44.28,
ENST00000382142.8,2244,44.08,MTMR12
ENST00000382150.8,690,37.71,KCNIP4
ENST00000382159.8,207,52.24,GNG7
ENST00000382160.1,390,61.5,KRTAP5-6
ENST00000382171.2,837,64.76,KRTAP5-1
ENST00000382172.4,2142,39.76,MIPEP
ENST00000382192.7,1665,58.51,ZNF205
ENST00000382209.2,237,49.02,DEFB136
ENST00000382247.6,651,39.37,DCAF16
ENST00000382251.7,1686,48.27,DMRT2
ENST00000382252.6,3015,60.32,ZNF316
ENST00000382254.6,2385,35.28,CDH12
ENST00000382258.8,1272,40.19,TNFRSF19
ENST00000382276.8,1122,43.16,DMRT1
ENST00000382287.5,321,42.58,BPY2C
ENST00000382291.7,615,51.94,NRSN2
ENST00000382292.9,13740,40.63,SACS
ENST00000382303.5,4059,42.03,KANK1
ENST00000382333.2,705,46.49,FGFBP1
ENST00000382348.2,816,64.8,OLIG1
ENST00000382349.5,1485,58.83,ONECUT3
ENST00000382353.6,627,42.92,FGF9
ENST00000382361.8,1482,59.62,FSCN1
ENST00000382363.8,1134,53.32,RNF215
ENST00000382368.8,2157,54.7,FBXL18
ENST00000382374.9,1305,38.29,MICU2
ENST00000382376.4,288,42.96,DEFB132
ENST00000382388.4,300,39.77,DEFB127
ENST00000382392.5,321,42.59,BPY2B
ENST00000382398.4,336,34.69,DEFB126
ENST00000382410.3,471,37.75,DEFB125
ENST00000382438.6,1002,61.92,NKX3-2
ENST00000382448.8,3039,57.7,JMJD7-PLA2G4B
ENST00000382480.6,1548,58.28,CPZ
ENST00000382483.4,7203,50.94,RP1L1
ENST00000382487.5,1092,53.96,GPR78
ENST00000382489.3,1365,47.47,HTR3D
ENST00000382496.10,3225,40.18,SEMA5A
ENST00000382518.6,687,51.04,CD9
ENST00000382545.5,1488,47.17,KCNA1
ENST00000382554.4,5697,52.76,NYNRIN
ENST00000382564.8,351,39.14,DNAJC19
ENST00000382592.5,3267,45.68,LATS2
ENST00000382599.9,1344,51.48,PPP2R2C
ENST00000382611.10,1416,57.74,IRX2
ENST00000382614.2,399,64.88,IFITM5
ENST00000382622.4,1185,45.94,PRMT8
ENST00000382680.5,1491,37,RBMY1D
ENST00000382713.10,996,36.19,DOK6
ENST00000382722.10,3414,50.45,CACNA2D4
ENST00000382723.5,912,56.95,MSX1
ENST00000382749.9,1179,38.19,SERPINB11
ENST00000382751.4,6816,46.41,URB1
ENST00000382753.5,498,41.7,TMEM128
ENST00000382758.6,645,41.53,EEF1AKMT1
ENST00000382771.9,1128,41.7,SERPINB5
ENST00000382822.2,192,49.06,KRTAP19-8
ENST00000382824.5,1104,41.96,FBXO25
ENST00000382826.2,135,43.22,KRTAP20-3
ENST00000382828.2,135,53.57,KRTAP20-4
ENST00000382830.2,138,39.25,KRTAP22-2
ENST00000382835.2,624,47.36,KRTAP27-1
ENST00000382839.7,3675,45.62,FAM193A
ENST00000382841.2,2280,52.3,IQSEC3
ENST00000382848.5,681,49.38,GJB2
ENST00000382862.7,1893,66.92,MSLN
ENST00000382882.9,1587,48.3,NELFA
ENST00000382932.3,1908,62.43,SLC7A4
ENST00000382936.8,1089,62.46,TMEM129
ENST00000382948.9,1818,49.32,MBD1
ENST00000382951.4,471,51.71,RNASE13
ENST00000382968.9,699,49.44,RNF212
ENST00000383020.7,1491,36.99,RBMY1B
ENST00000383052.5,2406,37.27,ZFY
ENST00000383070.2,615,46.62,SRY
ENST00000383163.4,801,51.32,PRR23A
ENST00000383165.4,528,51.64,FOXL2NB
ENST00000383180.6,792,42.45,NME9
ENST00000383202.7,3777,38.93,STAG1
ENST00000383233.8,891,45.61,TMEM241
ENST00000383366.9,1938,38.71,NEK11
ENST00000383463.9,1065,44.53,HMCES
ENST00000383657.10,765,40.51,HACD2
ENST00000383693.8,537,39.21,LNP1
ENST00000383695.1,966,37.37,OR5K3
ENST00000383729.9,1509,54.54,P4HTM
ENST00000383738.6,1701,51.25,CSPG5
ENST00000383763.6,2607,45.55,TRIM71
ENST00000383767.7,1314,36.91,RBMS3
ENST00000383768.7,1071,36.04,ZCWPW2
ENST00000383788.10,1368,46.58,COLQ
ENST00000383791.8,1368,46.7,SH3BP5
ENST00000383794.7,1404,42.27,CCDC174
ENST00000383812.9,2118,51.21,IL17RC
ENST00000383814.8,2004,51.85,IL17RE
ENST00000383832.8,1662,48.54,CPNE9
ENST00000383836.8,3300,45.29,SRGAP3
ENST00000388711.7,1206,45.43,GOLM1
ENST00000388718.5,7176,45.81,FLG2
ENST00000388747.9,1185,57.01,PIP5KL1
ENST00000388752.8,918,49.19,MRPL2
ENST00000388781.8,5286,40.71,LAMB4
ENST00000388820.5,5061,56.02,ADAMTS7
ENST00000388822.10,1371,36.97,METTL14
ENST00000388825.9,681,52.71,GPX3
ENST00000388833.7,1977,52.87,TSNAXIP1
ENST00000388837.6,1293,56.17,KRT18
ENST00000388887.7,7656,43.17,STAB2
ENST00000388901.10,1332,35.44,COPS2
ENST00000388914.7,3342,38.94,CCDC158
ENST00000388918.10,1614,34.54,TYRP1
ENST00000388920.5,957,61.92,FOXI2
ENST00000388923.5,990,40.23,C6orf163
ENST00000388934.5,1344,62.73,MAB21L4
ENST00000388948.8,6048,45.99,LRRK1
ENST00000388950.8,1023,48.38,FAM221B
ENST00000388975.4,1299,40.94,SEPTIN14
ENST00000388988.9,1122,43.18,HYKK
ENST00000388995.11,2472,58.04,FAM83G
ENST00000388996.10,2619,43.58,KCNQ3
ENST00000389005.6,1863,44.57,NCBP3
ENST00000389017.6,1074,65.58,BORCS6
ENST00000389022.9,687,49.17,NT5M
ENST00000389032.8,1395,37.77,STK38L
ENST00000389044.8,6123,38.19,TRIP12
ENST00000389048.8,4863,43.51,ALK
ENST00000389050.5,1893,39.88,PP2D1
ENST00000389054.8,3819,41.24,DIAPH1
ENST00000389063.3,1263,37.78,DCP2
ENST00000389074.6,483,38.54,SHISAL2B
ENST00000389082.10,3825,40.95,DENND5B
ENST00000389100.9,1779,36.57,RNF180
ENST00000389120.8,2928,38.17,RNF20
ENST00000389125.7,2718,38.04,GRIK1
ENST00000389131.8,2325,48.43,LOXL2
ENST00000389156.9,2013,38.67,FAM169A
ENST00000389175.9,3306,38.16,CCDC150
ENST00000389202.3,3486,51.78,ITGAD
ENST00000389208.9,852,62.99,ASPDH
ENST00000389231.9,2508,52.75,USP5
ENST00000389266.8,2220,38.92,GARS1
ENST00000389286.9,3453,38.59,PRTG
ENST00000389297.8,2826,36.1,CFAP69
ENST00000389301.8,4368,50.96,FANCA
ENST00000389341.9,1392,51.31,POU2F2
ENST00000389362.6,1251,41.24,PRB2
ENST00000389363.5,1134,55.28,TM6SF2
ENST00000389384.8,1044,59.15,ATXN7L3
ENST00000389386.8,1896,59.41,VPS9D1
ENST00000389398.10,3555,46.72,VWA3A
ENST00000389418.9,3048,51.4,PTPRN2
ENST00000389420.8,5733,35.38,ADAMTS20
ENST00000389474.8,987,53.46,SIGLEC15
ENST00000389501.9,1257,50.95,SMYD5
ENST00000389506.10,11910,41.26,KMT2A
ENST00000389532.9,4809,47.03,CAMSAP1
ENST00000389554.8,2049,47.57,TBR1
ENST00000389567.9,2661,48.84,ESYT3
ENST00000389574.7,2109,52.69,SUN1
ENST00000389583.5,828,51.49,TMEM72
ENST00000389586.6,1680,37.91,NXPE2
ENST00000389609.8,1590,43.49,CCDC149
ENST00000389614.6,573,47.76,GPX2
ENST00000389617.9,1332,43.27,GXYLT2
ENST00000389622.7,8913,37.12,CRYBG3
ENST00000389623.11,4722,54.52,SSC5D
ENST00000389658.4,9228,43.13,LAMA1
ENST00000389677.6,1230,41.71,FAXC
ENST00000389682.8,687,44,TSN
ENST00000389704.4,831,36.54,EXOSC8
ENST00000389707.8,1878,45.43,BMAL1
ENST00000389709.8,2577,48.66,ZXDC
ENST00000389727.8,408,47.18,RFLNA
ENST00000389737.5,2274,49.1,TRMT44
ENST00000389740.3,2196,36.58,GPR149
ENST00000389749.9,870,64.22,TRMT61A
ENST00000389798.7,2187,40.02,LRCH1
ENST00000389805.9,1323,54.99,SQSTM1
ENST00000389811.8,1644,42.66,ACOXL
ENST00000389832.7,939,61.97,MRGPRE
ENST00000389834.9,1668,38.89,TMEM87A
ENST00000389851.10,2130,56.87,UVSSA
ENST00000389857.11,6087,51.25,CCDC88C
ENST00000389874.3,819,44.16,FAM124B
ENST00000389879.9,1743,50.14,CCNK
ENST00000389908.7,1989,40.82,RUBCNL
ENST00000389912.7,321,39.51,COX16
ENST00000389915.4,588,45.79,FAM168B
ENST00000389916.5,2997,57.06,KIF19
ENST00000389919.8,1590,36.65,ZFP91-CNTF
ENST00000389934.7,4476,45.25,TEX14
ENST00000389960.8,2733,40.22,SYTL2
ENST00000390237.2,323,53.35,IGKC
ENST00000390238.2,38,52.63,IGKJ5
ENST00000390239.2,37,56.76,IGKJ4
ENST00000390240.2,38,47.37,IGKJ3
ENST00000390241.3,39,53.85,IGKJ2
ENST00000390242.2,38,55.26,IGKJ1
ENST00000390243.2,363,44.25,IGKV4-1
ENST00000390244.2,345,42.86,IGKV5-2
ENST00000390247.2,348,50.49,IGKV3-7
ENST00000390252.2,345,50.74,IGKV3-15
ENST00000390256.2,342,43.18,IGKV6-21
ENST00000390268.2,360,46.73,IGKV2D-26
ENST00000390270.2,348,52.06,IGKV3D-20
ENST00000390271.2,345,44.37,IGKV6D-41
ENST00000390277.3,347,51.22,IGKV3D-11
ENST00000390278.3,353,48.88,IGKV1D-42
ENST00000390282.2,359,58.26,IGLV4-69
ENST00000390283.2,368,54,IGLV8-61
ENST00000390284.2,362,55.28,IGLV4-60
ENST00000390285.4,353,56.49,IGLV6-57
ENST00000390286.3,369,58.72,IGLV11-55
ENST00000390287.2,352,58.07,IGLV10-54
ENST00000390289.2,374,53,IGLV5-52
ENST00000390290.3,353,57.23,IGLV1-51
ENST00000390291.2,354,57.28,IGLV1-50
ENST00000390293.1,318,51.01,IGLV5-48
ENST00000390294.2,351,57.66,IGLV1-47
ENST00000390295.3,351,53.38,IGLV7-46
ENST00000390296.2,369,53.27,IGLV5-45
ENST00000390297.3,353,56.53,IGLV1-44
ENST00000390298.2,351,53.39,IGLV7-43
ENST00000390299.2,356,58.8,IGLV1-40
ENST00000390300.2,369,54.03,IGLV5-37
ENST00000390301.3,353,56.1,IGLV1-36
ENST00000390302.3,354,55.99,IGLV2-33
ENST00000390303.3,344,57.28,IGLV3-32
ENST00000390304.2,339,57.42,IGLV3-27
ENST00000390305.2,337,57.69,IGLV3-25
ENST00000390306.2,340,60.26,IGLV2-23
ENST00000390307.2,345,57.89,IGLV3-22
ENST00000390308.2,351,54.32,IGLV3-21
ENST00000390309.2,337,55.26,IGLV3-19
ENST00000390310.3,354,57.35,IGLV2-18
ENST00000390311.3,347,55.66,IGLV3-16
ENST00000390312.2,361,58.96,IGLV2-14
ENST00000390313.3,347,56.92,IGLV3-12
ENST00000390314.2,358,58.03,IGLV2-11
ENST00000390315.3,347,57.2,IGLV3-10
ENST00000390316.2,346,58.37,IGLV3-9
ENST00000390318.2,369,53.5,IGLV4-3
ENST00000390319.2,346,59.04,IGLV3-1
ENST00000390320.2,127,63.78,IGLJ1
ENST00000390321.2,320,58.26,IGLC1
ENST00000390322.2,142,62.86,IGLJ2
ENST00000390323.2,320,57.36,IGLC2
ENST00000390324.2,151,61.93,IGLJ3
ENST00000390325.2,320,57.14,IGLC3
ENST00000390326.2,33,42.42,IGLJ4
ENST00000390327.2,72,55.56,IGLJ5
ENST00000390328.2,70,54.29,IGLJ6
ENST00000390330.2,46,63.04,IGLJ7
ENST00000390331.3,320,60.32,IGLC7
ENST00000390333.1,50,36,TRGJ2
ENST00000390334.1,60,43.33,TRGJP2
ENST00000390337.1,50,36,TRGJ1
ENST00000390338.2,61,42.62,TRGJP
ENST00000390339.1,60,41.67,TRGJP1
ENST00000390340.2,309,41.25,TRGV11
ENST00000390341.2,353,45.31,TRGV10
ENST00000390343.2,354,46.37,TRGV8
ENST00000390344.2,354,49.25,TRGV5
ENST00000390345.2,354,51.56,TRGV4
ENST00000390346.2,354,49.46,TRGV3
ENST00000390348.2,351,47.95,TRGV1
ENST00000390353.2,344,53.67,TRBV6-1
ENST00000390357.3,344,50.52,TRBV4-1
ENST00000390360.3,344,51.75,TRBV6-4
ENST00000390361.3,347,54.97,TRBV7-3
ENST00000390362.1,343,54.82,TRBV5-3
ENST00000390363.2,343,51.72,TRBV9
ENST00000390364.3,344,53.28,TRBV10-1
ENST00000390367.3,347,50.11,TRBV11-1
ENST00000390368.2,344,54.78,TRBV6-5
ENST00000390369.2,347,51.95,TRBV7-4
ENST00000390371.3,344,53.67,TRBV6-6
ENST00000390372.3,343,55.51,TRBV5-5
ENST00000390373.2,344,53.35,TRBV6-7
ENST00000390374.3,347,51.85,TRBV7-6
ENST00000390375.2,343,56.41,TRBV5-6
ENST00000390376.2,341,54.08,TRBV6-8
ENST00000390377.1,347,49.4,TRBV7-7
ENST00000390378.1,343,55.25,TRBV5-7
ENST00000390381.3,343,56.11,TRBV5-1
ENST00000390387.3,344,47.14,TRBV3-1
ENST00000390392.3,344,52.04,TRBV4-2
ENST00000390393.3,344,50.88,TRBV19
ENST00000390394.3,335,55.53,TRBV20-1
ENST00000390396.1,347,44.58,TRBV23-1
ENST00000390397.2,345,46.39,TRBV24-1
ENST00000390398.3,344,46.93,TRBV25-1
ENST00000390399.3,344,51.36,TRBV27
ENST00000390400.2,344,47.5,TRBV28
ENST00000390412.1,50,60,TRBJ2-1
ENST00000390413.1,51,56.86,TRBJ2-2
ENST00000390414.1,46,69.57,TRBJ2-2P
ENST00000390415.1,49,59.18,TRBJ2-3
ENST00000390416.1,50,60,TRBJ2-4
ENST00000390417.1,48,66.67,TRBJ2-5
ENST00000390418.1,53,69.81,TRBJ2-6
ENST00000390419.1,47,65.96,TRBJ2-7
ENST00000390423.2,318,43.48,TRAV1-2
ENST00000390424.2,338,45.51,TRAV2
ENST00000390425.2,343,52.38,TRAV3
ENST00000390426.2,328,47.29,TRAV4
ENST00000390427.3,340,43.56,TRAV5
ENST00000390428.3,397,46.96,TRAV6
ENST00000390429.3,337,43.05,TRAV7
ENST00000390430.2,341,45.83,TRAV8-1
ENST00000390431.3,338,42.44,TRAV9-1
ENST00000390432.2,343,43.54,TRAV10
ENST00000390433.1,337,44.67,TRAV12-1
ENST00000390434.3,341,51.68,TRAV8-2
ENST00000390435.1,341,47.44,TRAV8-3
ENST00000390436.2,337,41.94,TRAV13-1
ENST00000390437.2,340,42.57,TRAV12-2
ENST00000390438.2,341,51.34,TRAV8-4
ENST00000390439.2,340,41.12,TRAV13-2
ENST00000390440.2,350,43.29,TRAV14DV4
ENST00000390441.2,338,43.02,TRAV9-2
ENST00000390442.3,343,44.03,TRAV12-3
ENST00000390443.3,341,48.94,TRAV8-6
ENST00000390444.1,329,43.34,TRAV16
ENST00000390445.2,337,45.87,TRAV17
ENST00000390446.3,335,45.07,TRAV18
ENST00000390447.3,350,45.07,TRAV19
ENST00000390448.3,337,45,TRAV20
ENST00000390449.3,336,45.86,TRAV21
ENST00000390450.3,331,48.77,TRAV22
ENST00000390451.2,364,43.42,TRAV23DV6
ENST00000390453.1,343,44.64,TRAV24
ENST00000390454.2,327,43.5,TRAV25
ENST00000390455.3,328,43.6,TRAV26-1
ENST00000390456.3,341,46.27,TRAV8-7
ENST00000390457.2,328,47.42,TRAV27
ENST00000390458.3,358,42.02,TRAV29DV5
ENST00000390460.1,327,44.4,TRAV26-2
ENST00000390461.2,337,45.23,TRAV34
ENST00000390463.3,340,44.2,TRAV36DV7
ENST00000390464.2,350,47.65,TRAV38-1
ENST00000390465.2,349,47.98,TRAV38-2DV8
ENST00000390466.1,331,48,TRAV39
ENST00000390467.3,317,41.16,TRAV40
ENST00000390468.1,336,44.44,TRAV41
ENST00000390469.2,345,50.74,TRDV2
ENST00000390473.1,51,45.1,TRDJ1
ENST00000390474.1,48,50,TRDJ4
ENST00000390475.1,54,46.3,TRDJ2
ENST00000390476.1,59,55.93,TRDJ3
ENST00000390477.2,464,43.66,TRDC
ENST00000390479.2,60,43.33,TRAJ61
ENST00000390480.2,54,44.44,TRAJ59
ENST00000390481.1,63,47.62,TRAJ58
ENST00000390482.1,63,46.03,TRAJ57
ENST00000390483.1,62,38.71,TRAJ56
ENST00000390484.1,60,50,TRAJ54
ENST00000390485.1,66,37.88,TRAJ53
ENST00000390486.1,69,46.38,TRAJ52
ENST00000390487.1,60,45,TRAJ50
ENST00000390488.1,56,46.43,TRAJ49
ENST00000390489.1,63,38.1,TRAJ48
ENST00000390490.1,57,45.61,TRAJ47
ENST00000390491.1,63,52.38,TRAJ46
ENST00000390492.1,66,51.52,TRAJ45
ENST00000390493.1,63,50.79,TRAJ44
ENST00000390494.1,54,44.44,TRAJ43
ENST00000390495.1,66,37.88,TRAJ42
ENST00000390496.1,62,54.84,TRAJ41
ENST00000390497.1,61,44.26,TRAJ40
ENST00000390498.1,63,46.03,TRAJ39
ENST00000390499.1,62,48.39,TRAJ38
ENST00000390502.1,59,50.85,TRAJ35
ENST00000390503.1,58,43.1,TRAJ34
ENST00000390504.1,57,45.61,TRAJ33
ENST00000390505.1,66,46.97,TRAJ32
ENST00000390506.1,57,49.12,TRAJ31
ENST00000390507.1,57,42.11,TRAJ30
ENST00000390508.1,60,43.33,TRAJ29
ENST00000390509.1,66,53.03,TRAJ28
ENST00000390510.1,59,49.15,TRAJ27
ENST00000390511.1,60,50,TRAJ26
ENST00000390512.2,60,50,TRAJ25
ENST00000390513.1,63,57.14,TRAJ24
ENST00000390514.1,63,44.44,TRAJ23
ENST00000390515.1,63,44.44,TRAJ22
ENST00000390516.1,55,32.73,TRAJ21
ENST00000390517.1,57,47.37,TRAJ20
ENST00000390518.1,60,35,TRAJ19
ENST00000390519.1,66,56.06,TRAJ18
ENST00000390520.1,63,46.03,TRAJ17
ENST00000390521.1,60,48.33,TRAJ16
ENST00000390523.1,52,36.54,TRAJ14
ENST00000390524.1,63,44.44,TRAJ13
ENST00000390525.1,60,53.33,TRAJ12
ENST00000390526.1,60,50,TRAJ11
ENST00000390527.1,64,48.44,TRAJ10
ENST00000390528.1,61,37.7,TRAJ9
ENST00000390530.1,59,49.15,TRAJ7
ENST00000390531.1,62,45.16,TRAJ6
ENST00000390532.1,60,51.67,TRAJ5
ENST00000390533.1,63,49.21,TRAJ4
ENST00000390534.1,62,53.23,TRAJ3
ENST00000390535.2,66,36.36,TRAJ2
ENST00000390536.2,62,45.16,TRAJ1
ENST00000390548.6,1200,63,IGHG1
ENST00000390556.6,1292,59.35,IGHD
ENST00000390560.2,61,54.1,IGHJ6
ENST00000390564.2,52,59.62,IGHJ2
ENST00000390565.1,52,63.46,IGHJ1
ENST00000390567.1,20,50,IGHD1-26
ENST00000390569.1,20,40,IGHD5-24
ENST00000390571.1,31,29.03,IGHD3-22
ENST00000390572.1,28,46.43,IGHD2-21
ENST00000390574.1,21,57.14,IGHD6-19
ENST00000390575.1,20,45,IGHD5-18
ENST00000390577.1,37,37.84,IGHD3-16
ENST00000390578.1,31,48.39,IGHD2-15
ENST00000390580.1,21,57.14,IGHD6-13
ENST00000390581.1,23,43.48,IGHD5-12
ENST00000390583.1,31,35.48,IGHD3-10
ENST00000390584.1,31,25.81,IGHD3-9
ENST00000390585.1,31,35.48,IGHD2-8
ENST00000390588.1,20,45,IGHD5-5
ENST00000390590.1,31,32.26,IGHD3-3
ENST00000390591.1,31,45.16,IGHD2-2
ENST00000390593.2,363,54.02,IGHV6-1
ENST00000390594.3,353,56.37,IGHV1-2
ENST00000390595.3,353,56.04,IGHV1-3
ENST00000390597.3,358,53.88,IGHV2-5
ENST00000390598.2,351,52.72,IGHV3-7
ENST00000390601.3,353,51.93,IGHV3-11
ENST00000390602.3,350,51.59,IGHV3-13
ENST00000390603.2,357,50.56,IGHV3-15
ENST00000390604.2,351,51.52,IGHV3-16
ENST00000390605.2,351,56.48,IGHV1-18
ENST00000390606.3,353,52.32,IGHV3-20
ENST00000390607.2,351,52.17,IGHV3-21
ENST00000390609.3,353,51.21,IGHV3-23
ENST00000390610.2,351,55.85,IGHV1-24
ENST00000390611.2,357,53.75,IGHV2-26
ENST00000390612.3,353,55.82,IGHV4-28
ENST00000390615.2,351,52.44,IGHV3-33
ENST00000390616.2,369,55.69,IGHV4-34
ENST00000390617.2,351,50.32,IGHV3-35
ENST00000390618.2,348,52.17,IGHV3-38
ENST00000390619.2,375,54.53,IGHV4-39
ENST00000390621.3,353,54.44,IGHV1-45
ENST00000390622.2,351,51.35,IGHV1-46
ENST00000390624.3,353,50.47,IGHV3-48
ENST00000390625.3,359,50.55,IGHV3-49
ENST00000390626.2,351,58.01,IGHV5-51
ENST00000390627.3,350,53.87,IGHV3-53
ENST00000390628.3,353,55.31,IGHV1-58
ENST00000390629.3,350,54.25,IGHV4-59
ENST00000390630.3,356,55.84,IGHV4-61
ENST00000390632.2,348,52.08,IGHV3-66
ENST00000390633.2,351,55.42,IGHV1-69
ENST00000390634.3,358,53.08,IGHV2-70D
ENST00000390636.2,357,54.07,IGHV3-73
ENST00000390639.2,351,56.24,IGHV7-81
ENST00000390645.2,579,50.41,ARL4C
ENST00000390649.8,3603,45.53,NLRP5
ENST00000390654.8,1623,50.61,COL23A1
ENST00000390658.4,711,50.1,EID2
ENST00000390661.5,501,54.64,KRTAP4-4
ENST00000390665.9,1728,58.28,PPP2R3B
ENST00000390666.4,1104,52.4,TSSK1B
ENST00000390669.7,453,50.03,CCL25
ENST00000390673.2,900,40.52,TAS2R19
ENST00000390675.2,930,40.45,TAS2R31
ENST00000390677.2,912,35.92,TAS2R13
ENST00000390680.2,1338,38.84,TPTE2
ENST00000390689.3,273,43.35,KRTAP19-1
ENST00000391353.1,1026,52.05,KRTAP29-1
