"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"Homez","MGI:2678023","Homez<tm1e(KOMP)Wtsi>","MGI:4944412","C57BL/6N","MGI:2159965","14","WTSI","MGLE","HetXHet","84","42","42","11","9","No information available","13","12","18","21","0.23809523809523808","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hook1","MGI:1925213","Hook1<em1(IMPC)Tcp>","MGI:6156501","C57BL/6NCrl","MGI:2683688","4","TCP","TCPR0858_ADOP","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","182","99","83","29","23","0","16","15","54","45","0.2857142857142857","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hook2","MGI:2181664","Hook2<em1(IMPC)Tcp>","MGI:6358628","C57BL/6NCrl","MGI:2683688","8","TCP","TCPR1367_AEGV","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","167","90","77","32","12","0","15","21","43","44","0.2634730538922156","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hook3","MGI:2443554","Hook3<tm1b(NCOM)Mfgc>","MGI:5766178","C57BL/6NCrl","MGI:2683688","8","TCP","TCPA0681Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","140","75","65","11","10","0","30","19","34","36","0.15","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hoxa10","MGI:96171","Hoxa10<tm1.1(KOMP)Vlcg>","MGI:5708276","C57BL/6NCrl","MGI:2683688","6","UC Davis","BL5133","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","36","13","23","8","4","0","2","7","3","12","0.3333333333333333","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hoxa2","MGI:96174","Hoxa2<tm1b(EUCOMM)Wtsi>","MGI:5613670","C57BL/6NTac","MGI:2164831","6","HMGU","H4888-EPD0560_3_F04-1","HetXHet","41","22","19","0","0","No information available","12","9","10","10","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hoxa4","MGI:96176","Hoxa4<em1(IMPC)Mbp>","MGI:6423848","C57BL/6NCrl","MGI:2683688","6","UC Davis","CR10819","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","144","67","77","22","14","0","12","23","33","40","0.25","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hoxb13","MGI:107730","Hoxb13<tm1b(KOMP)Wtsi>","MGI:5810732","C57BL/6N","MGI:2159965","11","BCM","HOXDB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","183","91","92","8","12","0","39","33","44","47","0.1092896174863388","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hoxc12","MGI:96194","Hoxc12<tm1.1(KOMP)Vlcg>","MGI:5614571","C57BL/6NJ","MGI:3056279","15","JAX","JR26545","HetXHet","251","121","130","18","28","No information available","37","33","66","69","0.18326693227091634","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hpca","MGI:1336200","Hpca<em1(IMPC)H>","MGI:6257540","C57BL/6NTac","MGI:2164831","4","MRC Harwell","H-HPCA-DEL650-EM1-B6N","HetXHet","137","70","67","13","21","No information available","16","13","41","33","0.24817518248175183","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hpcal4","MGI:2157521","Hpcal4<tm1.1(KOMP)Vlcg>","MGI:5548765","C57BL/6NCrl","MGI:2683688","4","UC Davis","BL2277","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","109","60","49","18","17","0","15","7","27","25","0.3211009174311927","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hpdl","MGI:2444646","Hpdl<em1(IMPC)Mbp>","MGI:6423071","C57BL/6NCrl","MGI:2683688","4","UC Davis","CR10739","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","120","54","66","1","2","0","15","34","38","30","0.025","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hpf1","MGI:1919862","Hpf1<em1(IMPC)Wtsi>","MGI:6153365","C57BL/6N","MGI:2159965","8","WTSI","DAAN","HetXHet","38","18","20","3","4","No information available","8","7","7","9","0.18421052631578946","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hpgd","MGI:108085","Hpgd<tm1b(EUCOMM)Hmgu>","MGI:6391344","C57BL/6NTac","MGI:2164831","8","MRC Harwell","H-HPGD-A05-TM1B","HetXHet","71","35","36","0","0","No information available","14","10","21","26","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hpgds","MGI:1859384","Hpgds<tm1b(KOMP)Wtsi>","MGI:5696899","C57BL/6NCrl","MGI:2683688","6","UC Davis","TCPA0983Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","30","17","13","3","2","0","8","7","6","4","0.16666666666666666","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hps1","MGI:2177763","Hps1<em1(IMPC)Bay>","MGI:6285595","C57BL/6N","MGI:2159965","19","BCM","HSPOB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","226","101","125","21","29","0","27","29","53","67","0.22123893805309736","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hps5","MGI:2180307","Hps5<em1(IMPC)J>","MGI:6314202","C57BL/6NJ","MGI:3056279","7","JAX","JR33864","HetXHet","77","39","38","12","10","No information available","6","11","21","17","0.2857142857142857","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hps6","MGI:2181763","Hps6<em1(IMPC)Tcp>","MGI:6257719","C57BL/6NCrl","MGI:2683688","19","TCP","TCPR1137_ADXQ","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","158","91","67","20","15","0","25","13","46","39","0.22151898734177214","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hpse","MGI:1343124","Hpse<tm1b(EUCOMM)Hmgu>","MGI:5605759","C57BL/6NCrl","MGI:2683688","5","TCP","TCPM0753Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","67","28","39","6","10","0","9","10","13","19","0.23880597014925373","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hpse2","MGI:2685814","Hpse2<em1(IMPC)J>","MGI:5749801","C57BL/6NJ","MGI:3056279","19","JAX","JR28871","HetXHet","62","35","27","1","0","No information available","10","5","24","22","0.016129032258064516","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hrh1","MGI:107619","Hrh1<em1(IMPC)Rbrc>","MGI:6156138","C57BL/6NJcl","MGI:2160139","6","RBRC","RIKEN-Hrh1-B02_","HetXHet","157","79","78","21","22","No information available","21","18","37","38","0.27388535031847133","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hrnr","MGI:3046938","Hrnr<em1(IMPC)Wtsi>","MGI:6140199","C57BL/6N","MGI:2159965","3","WTSI","DACR","HetXHet","115","58","57","18","10","No information available","16","21","24","26","0.24347826086956523","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hs3st3a1","MGI:1333861","Hs3st3a1<tm1(KOMP)Vlcg>","MGI:5312610","C57BL/6NCrl","MGI:2683688","11","UC Davis","BL4342","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","64","33","31","9","11","0","14","9","10","11","0.3125","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hs3st3b1","MGI:1333853","Hs3st3b1<em2(IMPC)Mbp>","MGI:6152497","C57BL/6NCrl","MGI:2683688","11","UC Davis","CR1178","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","402","211","191","44","32","0","45","54","122","105","0.1890547263681592","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hs3st5","MGI:2441996","Hs3st5<em1(IMPC)Mbp>","MGI:6152500","C57BL/6NCrl","MGI:2683688","10","UC Davis","CR1540","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","141","72","69","15","18","0","20","15","37","36","0.23404255319148937","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hsbp1l1","MGI:1913505","Hsbp1l1<em1(IMPC)J>","MGI:5750173","C57BL/6NJ","MGI:3056279","18","JAX","JR28893","HetXHet","161","74","87","20","19","No information available","21","19","33","49","0.2422360248447205","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsd17b1","MGI:105077","Hsd17b1<tm1.1(KOMP)Vlcg>","MGI:5576042","C57BL/6NJ","MGI:3056279","11","JAX","JR25380","HetXHet","175","81","94","24","20","No information available","26","29","31","45","0.25142857142857145","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsd17b11","MGI:2149821","Hsd17b11<tm1.1(KOMP)Vlcg>","MGI:5581418","C57BL/6NJ","MGI:3056279","5","JAX","JR25638","HetXHet","104","44","60","7","12","No information available","11","14","26","34","0.18269230769230768","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsd17b4","MGI:105089","Hsd17b4<em1(IMPC)Tcp>","MGI:6156445","C57BL/6NCrl","MGI:2683688","18","TCP","TCPR0513_ADBH","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","245","129","116","14","13","0","42","28","73","75","0.11020408163265306","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hsd17b8","MGI:95911","Hsd17b8<em1(IMPC)J>","MGI:5755139","C57BL/6NJ","MGI:3056279","17","JAX","JR29001","HetXHet","117","64","53","13","8","No information available","16","19","35","26","0.1794871794871795","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsdl2","MGI:1919729","Hsdl2<em1(IMPC)Bay>","MGI:6257572","C57BL/6N","MGI:2159965","4","BCM","HSDLB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","484","271","213","58","39","0","73","61","140","113","0.20041322314049587","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hsf1","MGI:96238","Hsf1<tm1.1(KOMP)Vlcg>","MGI:5445761","C57BL/6NJ","MGI:3056279","15","JAX","JR18582","HetXHet","161","72","89","2","1","No information available","28","20","42","68","0.018633540372670808","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsf2","MGI:96239","Hsf2<tm1b(KOMP)Wtsi>","MGI:5471287","C57BL/6NJ","MGI:3056279","10","JAX","JR24981","HetXHet","82","33","49","8","14","No information available","9","14","16","21","0.2682926829268293","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsf2bp","MGI:1921627","Hsf2bp<tm1b(EUCOMM)Hmgu>","MGI:5548644","C57BL/6NTac","MGI:2164831","17","HMGU","Monterotondo-HEPD0520_6_B03-1-1","HetXHet","52","37","15","7","4","No information available","6","4","24","7","0.21153846153846154","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsf4","MGI:1347058","Hsf4<tm1b(KOMP)Wtsi>","MGI:5468954","C57BL/6NJ","MGI:3056279","8","JAX","JR21902","HetXHet","102","40","62","12","14","No information available","6","12","22","36","0.2549019607843137","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsf5","MGI:2685585","Hsf5<em1(IMPC)J>","MGI:6293914","C57BL/6NJ","MGI:3056279","11","JAX","JR33582","HetXHet","34","20","14","3","4","No information available","3","3","14","7","0.20588235294117646","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsfy2","MGI:1918316","Hsfy2<em1(IMPC)J>","MGI:6357916","C57BL/6NJ","MGI:3056279","1","JAX","JR34215","HetXHet","33","18","15","5","2","No information available","7","7","6","6","0.21212121212121213","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hsp90aa1","MGI:96250","Hsp90aa1<tm1(KOMP)Wtsi>","MGI:4364475","C57BL/6N","MGI:2159965","12","WTSI","MCPD","HetXHet","487","238","249","60","57","No information available","66","73","112","119","0.2402464065708419","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspa5","MGI:95835","Hspa5<tm1.1(KOMP)Vlcg>","MGI:5445740","C57BL/6NJ","MGI:3056279","2","JAX","JR19073","HetXHet","212","102","110","0","0","No information available","49","47","53","63","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb1","MGI:96240","Hspb1<tm1.1(KOMP)Vlcg>","MGI:5488491","C57BL/6NJ","MGI:3056279","5","JAX","JR22782","HetXHet","102","43","59","15","10","No information available","11","17","17","32","0.24509803921568626","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb2","MGI:1916503","Hspb2<tm1.1(KOMP)Vlcg>","MGI:5445926","C57BL/6NJ","MGI:3056279","9","JAX","JR18619","HetXHet","69","31","38","9","11","No information available","10","11","12","16","0.2898550724637681","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb3","MGI:1928479","Hspb3<tm1.1(KOMP)Vlcg>","MGI:5445925","C57BL/6NJ","MGI:3056279","13","JAX","JR18618","HetXHet","122","62","60","12","12","No information available","18","12","32","36","0.19672131147540983","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb6","MGI:2685325","Hspb6<em1(IMPC)J>","NOT-RELEASED-e1660fffb1","C57BL/6NJ","MGI:3056279","7","JAX","JR30690","HetXHet","181","88","93","12","8","No information available","20","29","56","56","0.11049723756906077","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb8","MGI:2135756","Hspb8<em1(IMPC)J>","MGI:6314208","C57BL/6NJ","MGI:3056279","5","JAX","JR33872","HetXHet","39","19","20","4","0","No information available","11","10","4","10","0.10256410256410256","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspb9","MGI:1922732","Hspb9<em1(IMPC)J>","MGI:5925402","C57BL/6NJ","MGI:3056279","11","JAX","JR31384","HetXHet","109","58","51","16","10","No information available","9","14","33","27","0.23853211009174313","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hspbap1","MGI:1913917","Hspbap1<tm1b(EUCOMM)Hmgu>","MGI:5637015","C57BL/6N","MGI:2159965","16","BCM","HPBAB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","137","66","71","18","13","0","18","15","30","43","0.22627737226277372","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hspd1","MGI:96242","Hspd1<em1(IMPC)J>","MGI:6188980","C57BL/6NJ","MGI:3056279","1","JAX","JR32434","HetXHet","91","39","52","0","0","No information available","16","20","23","32","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr1a","MGI:96273","Htr1a<tm1.1(KOMP)Vlcg>","MGI:5445924","C57BL/6NJ","MGI:3056279","13","JAX","JR18617","HetXHet","82","41","41","13","9","No information available","3","8","25","24","0.2682926829268293","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr1b","MGI:96274","Htr1b<tm1.1(KOMP)Vlcg>","MGI:5463939","C57BL/6NJ","MGI:3056279","9","JAX","JR18634","HetXHet","122","57","65","6","5","No information available","18","19","33","41","0.09016393442622951","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr1d","MGI:96276","Htr1d<tm1.1(KOMP)Vlcg>","MGI:5529062","C57BL/6NJ","MGI:3056279","4","JAX","JR24347","HetXHet","79","41","38","11","9","No information available","10","7","20","22","0.25316455696202533","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr1f","MGI:99842","Htr1f<tm1.1(KOMP)Vlcg>","MGI:5520176","C57BL/6NJ","MGI:3056279","16","JAX","JR24269","HetXHet","77","35","42","7","12","No information available","11","13","17","17","0.24675324675324675","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr3a","MGI:96282","Htr3a<em1.1(IMPC)J>","MGI:6147798","C57BL/6NJ","MGI:3056279","9","JAX","JR30642","HetXHet","88","45","43","8","10","No information available","15","15","22","18","0.20454545454545456","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr3b","MGI:1861899","Htr3b<tm1.1(KOMP)Vlcg>","MGI:5445922","C57BL/6NJ","MGI:3056279","9","JAX","JR18615","HetXHet","117","62","55","15","12","No information available","19","12","28","31","0.23076923076923078","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr4","MGI:109246","Htr4<em2(IMPC)Marc>","NOT-RELEASED-7df05a876a","C57BL/6N","MGI:2159965","18","MARC","Htr4_cas9_del399-1","HetXHet","122","73","49","14","11","No information available","18","14","41","24","0.20491803278688525","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htr7","MGI:99841","Htr7<tm1b(KOMP)Wtsi>","MGI:5498765","C57BL/6NJ","MGI:3056279","19","JAX","JR23282","HetXHet","65","37","28","13","7","No information available","7","7","17","14","0.3076923076923077","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htra1","MGI:1929076","Htra1<em1(IMPC)Bay>","MGI:6414536","C57BL/6N","MGI:2159965","7","BCM","HTRHB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","202","110","92","17","18","0","32","34","61","40","0.17326732673267325","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Htra2","MGI:1928676","Htra2<tm1.1(KOMP)Vlcg>","MGI:5695938","C57BL/6NCrl","MGI:2683688","6","UC Davis","BL3753","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","218","113","105","14","26","0","43","40","56","39","0.1834862385321101","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Htra3","MGI:1925808","Htra3<em1(IMPC)Wtsi>","MGI:6140200","C57BL/6N","MGI:2159965","5","WTSI","DAFM","HetXHet","73","32","41","6","9","No information available","8","12","18","20","0.2054794520547945","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Htra4","MGI:3036260","Htra4<tm1b(KOMP)Wtsi>","MGI:5692854","C57BL/6NCrl","MGI:2683688","8","UC Davis","BL1512","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","137","81","56","16","11","0","23","22","42","23","0.19708029197080293","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Htt","MGI:96067","Htt<em1(IMPC)H>","MGI:6437757","C57BL/6NTac","MGI:2164831","5","MRC Harwell","H-HTT-DEL1262-EM1-B6N","HetXHet","70","26","44","0","0","No information available","10","21","16","23","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hunk","MGI:1347352","Hunk<tm1b(EUCOMM)Wtsi>","MGI:5613639","C57BL/6NTac","MGI:2164831","16","HMGU","H4884-EPD0822_3_A06-1","HetXHet","30","15","15","2","2","No information available","3","6","10","7","0.13333333333333333","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hyal3","MGI:1330288","Hyal3<tm1.1(KOMP)Vlcg>","MGI:5574596","C57BL/6NJ","MGI:3056279","9","JAX","JR25264","HetXHet","31","17","14","2","4","No information available","7","1","8","9","0.1935483870967742","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hyal4","MGI:1924292","Hyal4<tm2b(EUCOMM)Wtsi>","MGI:5587051","C57BL/6N","MGI:2159965","6","BCM","HYALB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","163","73","90","14","12","0","25","25","34","53","0.15950920245398773","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hyal6","MGI:1921659","Hyal6<em1(IMPC)H>","MGI:6718314","C57BL/6NTac","MGI:2164831","6","MRC Harwell","H-Hyal6-DEL398-EM1-B6N","HetXHet","262","136","126","18","30","No information available","51","30","67","66","0.183206106870229","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Hycc1","MGI:2149839","Hycc1<em1(IMPC)Ccpcz>","MGI:6341927","C57BL/6NCrl","MGI:2683688","5","CCP-IMG","CCP-Fam126a-EXDEL-EM1-B6N","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","30","15","15","1","4","0","4","4","10","7","0.16666666666666666","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Hyls1","MGI:1924082","Hyls1<em1(IMPC)Tcp>","MGI:6156495","C57BL/6NCrl","MGI:2683688","9","TCP","TCPR0683_ADGC","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","148","83","65","0","0","0","31","22","52","43","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Iah1","MGI:1914982","Iah1<tm1b(EUCOMM)Hmgu>","MGI:5574600","C57BL/6N","MGI:2159965","12","ICS","E201JM8N4-54","HetXHet","113","62","51","10","12","No information available","21","12","31","27","0.19469026548672566","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Iars2","MGI:1919586","Iars2<em1(IMPC)Tcp>","MGI:6156430","C57BL/6NCrl","MGI:2683688","1","TCP","TCPR0561_ADDA","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","76","43","33","0","0","0","17","13","26","20","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ibtk","MGI:1918677","Ibtk<em1(IMPC)Hmgu>","MGI:6358629","C57BL/6NCrl","MGI:2683688","9","HMGU","HMGU-Ibtk-Crispr-1-1","HetXHet","31","16","15","4","6","No information available","2","3","10","6","0.3225806451612903","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ica1","MGI:96391","Ica1<tm1b(EUCOMM)Wtsi>","MGI:5696937","C57BL/6NCrl","MGI:2683688","6","UC Davis","TCPA0984Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","100","49","51","8","14","0","15","14","26","23","0.22","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Ica1l","MGI:1917625","Ica1l<tm1b(EUCOMM)Hmgu>","MGI:6120743","C57BL/6NCrl","MGI:2683688","1","HMGU","HMGU-Hos6331-HEPD0758_2_B07-1","HetXHet","48","25","23","8","8","No information available","9","6","8","9","0.3333333333333333","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Icam2","MGI:96394","Icam2<em1(IMPC)H>","MGI:7425748","C57BL/6NTac","MGI:2164831","11","MRC Harwell","H-ICAM2-DEL11-EM1-B6N","HetXHet","67","27","40","7","15","No information available","9","8","11","17","0.3283582089552239","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Icam5","MGI:109430","Icam5<em1(IMPC)Wtsi>","MGI:6153368","C57BL/6N","MGI:2159965","9","WTSI","DAFX","HetXHet","40","17","23","3","4","No information available","5","5","9","14","0.175","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Id3","MGI:96398","Id3<em1(IMPC)Mbp>","MGI:6423846","C57BL/6NCrl","MGI:2683688","4","UC Davis","CR10769","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","208","95","113","17","19","0","29","29","49","65","0.17307692307692307","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Idh1","MGI:96413","Idh1<tm1b(EUCOMM)Wtsi>","MGI:5513791","C57BL/6NCrl","MGI:2683688","1","TCP","TCPM0227Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","101","50","51","9","6","0","12","16","29","29","0.1485148514851485","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
