tx_name,seqnames,start,end,width,strand,tx_id,exon_rank,phast,gene_symbol,transcript
ENST00000329117.10,chr1,156642117,156659528,17412,+,7725,9,0.208827245577762,BCAN,ENST00000329117
ENST00000329122.2,chr21,30613431,30613930,500,-,237419,1,0.2808,KRTAP6-1,ENST00000329122
ENST00000329125.6,chr17,4932277,4935023,2747,+,195554,2,0.242846741900255,GP1BA,ENST00000329125
ENST00000329138.9,chr17,81684011,81702121,18111,+,201780,17,0.11908232565844,HGS,ENST00000329138
ENST00000329153.10,chr14,67533290,67589612,56323,+,167781,5,0.145331392148856,PLEKHH1,ENST00000329153
ENST00000329196.7,chr17,45844881,45847067,2187,+,198923,1,0.26026520347508,SPPL2C,ENST00000329196
ENST00000329198.5,chr5,173232109,173235206,3098,-,78973,1,0.34176888315042,NKX2-5,ENST00000329198
ENST00000329203.5,chr11,82729940,82733864,3925,-,144676,1,0.24568152866242,FAM181B,ENST00000329203
ENST00000329214.13,chr17,81666737,81673899,7163,+,201754,4,0.0656010051654335,CCDC137,ENST00000329214
ENST00000329235.6,chrX,15825806,15854931,29126,-,248185,4,0.409053766394288,AP1S2,ENST00000329235
ENST00000329245.9,chr8,143309324,143334880,25557,-,113639,6,0.0786359901396878,TOP1MT,ENST00000329245
ENST00000329251.5,chr11,62559596,62573891,14296,-,142659,10,0.188933967543369,EEF1G,ENST00000329251
ENST00000329271.8,chr5,149345499,149354583,9085,+,72466,1,0.187682993946065,GRPEL2,ENST00000329271
ENST00000329276.10,chr20,2652632,2658393,5762,+,229125,12,0.470496355432142,NOP56,ENST00000329276
ENST00000329281.6,chr1,169367970,169396540,28571,+,8575,7,0.194949424241363,BLZF1,ENST00000329281
ENST00000329285.13,chr19,34758073,34773215,15143,-,225320,4,0.168104074489863,ZNF599,ENST00000329285
ENST00000329293.4,chr11,7485506,7511377,25872,+,132843,2,0.136143320964749,OLFML1,ENST00000329293
ENST00000329309.4,chr7,56114681,56116417,1737,-,99760,1,0.202705814622913,NUPR2,ENST00000329309
ENST00000329322.5,chr11,5840928,5841897,970,-,140228,1,0.67,OR52E6,ENST00000329322
ENST00000329357.6,chrX,34942796,34944915,2120,+,244376,1,0.0433018867924528,FAM47B,ENST00000329357
ENST00000329399.7,chr10,95237572,95291003,53432,-,130443,1,0.150683111244199,PDLIM1,ENST00000329399
ENST00000329402.4,chr17,41712331,41715969,3639,+,198370,2,0.0897499312998076,GAST,ENST00000329402
ENST00000329406.5,chr12,102196459,102197833,1375,-,158831,3,0.630472727272727,PMCH,ENST00000329406
ENST00000329410.4,chr16,29742463,29745990,3528,-,192102,2,0.126077097505669,C16orf54,ENST00000329410
ENST00000329421.8,chr1,32333839,32336233,2395,-,13866,2,0.842546972860125,MARCKSL1,ENST00000329421
ENST00000329447.5,chr3,139019031,139020926,1896,-,54993,1,0.0638713080168776,PRR23B,ENST00000329447
ENST00000329451.8,chr11,554850,560738,5889,-,139613,8,0.0633044659534726,LMNTD2,ENST00000329451
ENST00000329454.2,chr1,16004236,16008807,4572,+,1211,2,0.0627734033245844,SRARP,ENST00000329454
ENST00000329476.4,chr4,155208636,155217076,8441,+,61800,2,0.197559530861272,NPY2R,ENST00000329476
ENST00000329478.4,chr19,1905399,1913447,8049,+,214988,2,0.0763448875636725,ADAT3,ENST00000329478
ENST00000329492.6,chr22,50600793,50613978,13186,+,241113,8,0.177946306688913,MAPK8IP2,ENST00000329492
ENST00000329553.3,chr21,37006702,37019662,12961,+,236094,3,0.0635830568628963,RIPPLY3,ENST00000329553
ENST00000329565.6,chr16,11668455,11679152,10698,+,185012,2,0.121527388296878,SNN,ENST00000329565
ENST00000329608.11,chr1,109910849,109930992,20144,+,5836,4,0.185742652899126,CSF1,ENST00000329608
ENST00000329615.4,chr2,26562587,26579524,16938,+,23219,4,0.0637973786751683,FAM166C,ENST00000329615
ENST00000329621.6,chr21,30812697,30813274,578,-,237427,1,0.33356401384083,KRTAP8-1,ENST00000329621
ENST00000329627.11,chr22,18077923,18105396,27474,+,238467,6,0.0916138894955229,PEX26,ENST00000329627
ENST00000329630.10,chr7,150379330,150398630,19301,+,97308,3,0.127936376353557,ZNF775,ENST00000329630
ENST00000329665.5,chr19,58326994,58342332,15339,+,221831,3,0.11220418540974,ZSCAN22,ENST00000329665
ENST00000329713.5,chr15,82041778,82046018,4241,-,182557,2,0.809195944352748,MEX3B,ENST00000329713
ENST00000329715.2,chr14,23372861,23376403,3543,+,165770,1,0.178521027377928,IL25,ENST00000329715
ENST00000329722.8,chr6,127577174,127591820,14647,+,84173,3,0.103099610841811,C6orf58,ENST00000329722
ENST00000329734.4,chr16,54283304,54286787,3484,-,192841,1,0.616618828932262,IRX3,ENST00000329734
ENST00000329753.5,chr19,7030578,7033011,2434,+,215527,2,0.0104354971240756,MBD3L5,ENST00000329753
ENST00000329758.5,chr11,89797655,89808575,10921,-,144994,3,0.00545737569819614,TRIM49,ENST00000329758
ENST00000329759.6,chr3,194685883,194689037,3155,+,49206,1,0.563011093502377,FAM43A,ENST00000329759
ENST00000329773.3,chr11,19054455,19060717,6263,-,141217,2,0.075858214912981,MRGPRX2,ENST00000329773
ENST00000329797.8,chr14,105049395,105065430,16036,-,174227,3,0.0566787228735346,GPR132,ENST00000329797
ENST00000329800.7,chr1,205256201,205273343,17143,+,9828,2,0.173878551012075,TMCC2,ENST00000329800
ENST00000329805.6,chr17,8797110,8799365,2256,-,203519,1,0.347695035460993,MFSD6L,ENST00000329805
ENST00000329841.10,chr15,100879831,100916626,36796,+,179042,6,0.13616153929775,ALDH1A3,ENST00000329841
ENST00000329858.9,chr12,6618835,6635959,17125,-,154341,2,0.0971678832116789,LPAR5,ENST00000329858
ENST00000329913.4,chr12,7689784,7695775,5992,-,154524,1,0.176134846461949,GDF3,ENST00000329913
ENST00000329956.11,chr16,67326815,67385204,58390,+,188042,1,0.239900667922591,LRRC36,ENST00000329956
ENST00000329957.7,chr11,1469457,1486779,17323,-,139790,1,0.0464065115742077,MOB2,ENST00000329957
ENST00000329967.11,chr14,104753147,104759654,6508,+,170196,4,0.0672710510141365,SIVA1,ENST00000329967
ENST00000329970.8,chr6,110958706,110967872,9167,+,83800,1,0.15927784444202,GTF3C6,ENST00000329970
ENST00000330029.6,chr22,29767369,29770413,3045,+,239577,2,0.167881773399015,UQCR10,ENST00000330029
ENST00000330055.7,chr4,3766385,3768526,2142,+,57743,1,0.712324929971989,ADRA2C,ENST00000330055
ENST00000330083.6,chr6,30626874,30646821,19948,+,81101,10,0.189823541207139,ATAT1,ENST00000330083
ENST00000330106.5,chr11,787115,790090,2976,-,139696,2,0.10809811827957,CEND1,ENST00000330106
ENST00000330120.5,chr5,33936386,33938918,2533,+,68562,1,0.405684958547177,RXFP3,ENST00000330120
ENST00000330125.10,chr22,31439367,31489842,50476,-,242341,6,0.171592439971472,EIF4ENIF1,ENST00000330125
ENST00000330133.5,chr19,3762682,3767565,4884,+,215214,3,0.0528050778050778,MRPL54,ENST00000330133
ENST00000330137.12,chr17,59109857,59155186,45330,-,207453,4,0.1895168762409,SKA2,ENST00000330137
ENST00000330143.8,chr8,143291417,143299952,8536,+,108596,3,0.0662019681349578,ZNF696,ENST00000330143
ENST00000330149.10,chr14,39147814,39170333,22520,-,171733,2,0.166674067495559,TRAPPC6B,ENST00000330149
ENST00000330212.7,chr3,113947901,113962982,15082,+,45690,2,0.224366794854794,ZDHHC23,ENST00000330212
ENST00000330233.11,chr14,105486317,105488791,2475,+,170295,3,0.147030303030303,CRIP1,ENST00000330233
ENST00000330236.7,chr6,28141883,28159460,17578,+,80818,4,0.25632608942997,ZKSCAN8,ENST00000330236
ENST00000330243.9,chr11,612591,615970,3380,-,139636,6,0.144733727810651,IRF7,ENST00000330243
ENST00000330255.9,chr17,9771434,9791297,19864,-,203561,4,0.0845902134514699,DHRS7C,ENST00000330255
ENST00000330261.5,chr17,81833492,81835050,1559,-,209471,3,0.322771007055805,PPP1R27,ENST00000330261
ENST00000330263.5,chr1,19251805,19260128,8324,+,1345,2,0.0862806343104277,MRTO4,ENST00000330263
ENST00000330288.6,chrX,134990991,134992473,1483,+,246946,1,0.177545515846258,SMIM10,ENST00000330288
ENST00000330295.10,chr8,103371538,103382989,11452,+,107535,1,0.251903597624869,CTHRC1,ENST00000330295
ENST00000330317.6,chr21,42843094,42879531,36438,-,238042,8,0.0336050277183161,WDR4,ENST00000330317
ENST00000330333.11,chr21,41168160,41282530,114371,+,236282,3,0.0778623951875916,BACE2,ENST00000330333
ENST00000330342.8,chr12,123712353,123761755,49403,+,153325,2,0.122555310406251,ATP6V0A2,ENST00000330342
ENST00000330368.3,chr3,169766921,169769561,2641,-,55952,1,0.317493373722075,ACTRT3,ENST00000330368
ENST00000330377.3,chr22,23573125,23580290,7166,-,241737,1,0.0319564610661457,IGLL1,ENST00000330377
ENST00000330387.11,chr7,137874979,138002086,127108,-,102943,4,0.0993832016867555,CREB3L2,ENST00000330387
ENST00000330394.3,chr3,184561785,184582408,20624,+,48770,14,0.329407486423584,EPHB3,ENST00000330394
ENST00000330398.9,chr16,2513952,2520218,6267,+,184317,1,0.181761608425084,ATP6V0C,ENST00000330398
ENST00000330423.8,chr22,18110809,18131732,20924,+,238476,5,0.10267635251386,TUBA8,ENST00000330423
ENST00000330430.10,chr6,46220736,46325668,104933,-,88023,2,0.114287211839937,RCAN2,ENST00000330430
ENST00000330436.4,chr19,41088451,41096195,7745,+,219317,3,0.119057456423499,CYP2A13,ENST00000330436
ENST00000330459.8,chr17,68035735,68046854,11120,+,200584,2,0.207544964028777,KPNA2,ENST00000330459
ENST00000330475.9,chr19,1505022,1513019,7998,-,222147,2,0.147724431107777,ADAMTSL5,ENST00000330475
ENST00000330498.4,chr16,31483123,31490769,7647,+,186548,3,0.268458218909376,SLC5A2,ENST00000330498
ENST00000330501.12,chr18,35241034,35249808,8775,+,211067,4,0.261162393162393,ZNF397,ENST00000330501
ENST00000330503.12,chr5,177511577,177516961,5385,-,79208,17,0.362339832869081,DDX41,ENST00000330503
ENST00000330540.7,chr3,122055362,122121136,65775,+,45915,4,0.127039148612695,CD86,ENST00000330540
ENST00000330553.6,chr12,52821408,52834311,12904,-,156655,2,0.110709857408556,KRT79,ENST00000330553
ENST00000330560.8,chr8,25459233,25507911,48679,+,104849,6,0.0961585077754266,CDCA2,ENST00000330560
ENST00000330574.2,chr11,62646848,62653302,6455,-,142722,2,0.541223857474826,INTS5,ENST00000330574
ENST00000330579.6,chr12,132144457,132152468,8012,+,153760,3,0.101485272091862,NOC4L,ENST00000330579
ENST00000330590.4,chr8,7055304,7056739,1436,-,109099,1,0.0198467966573816,DEFA5,ENST00000330590
ENST00000330619.13,chr19,56567468,56582894,15427,+,221550,5,0.198878589485966,ZNF470,ENST00000330619
ENST00000330622.9,chr12,117145068,117190456,45389,-,159559,7,0.128654519817577,FBXO21,ENST00000330622
ENST00000330651.11,chr22,50263713,50270380,6668,-,243500,6,0.188467306538692,MAPK11,ENST00000330651
ENST00000330676.8,chr17,1702816,1710377,7562,-,202471,4,0.0810103147315526,TLCD2,ENST00000330676
ENST00000330688.9,chr3,25428263,25597932,169670,+,42542,8,0.155257853480284,RARB,ENST00000330688
ENST00000330689.6,chr3,122411846,122416062,4217,-,54103,1,0.290324875503913,WDR5B,ENST00000330689
ENST00000330714.8,chr21,41362027,41409393,47367,+,236300,14,0.0505774062110752,MX2,ENST00000330714
ENST00000330720.7,chr19,48382575,48391551,8977,-,227379,4,0.17588281162972,KDELR1,ENST00000330720
ENST00000330722.7,chr12,52487176,52493257,6082,-,156608,3,0.221818480762907,KRT6A,ENST00000330722
ENST00000330753.6,chr14,85530144,85654428,124285,+,168611,2,0.143885424628878,FLRT2,ENST00000330753
ENST00000330767.4,chr17,7355178,7357219,2042,+,195859,6,0.245102840352595,TMEM95,ENST00000330767
ENST00000330793.2,chr17,74541073,74546115,5043,-,208479,4,0.0124132460836803,CD300C,ENST00000330793
ENST00000330794.9,chr5,139475533,139482758,7226,-,77874,8,0.112897868807086,TMEM173,ENST00000330794
ENST00000330798.3,chr21,30635206,30635619,414,+,235777,1,0.0408212560386473,KRTAP20-2,ENST00000330798
ENST00000330817.11,chr22,49900229,49918438,18210,-,243441,8,0.0664470071389347,ALG12,ENST00000330817
ENST00000330828.3,chr12,14803670,14824415,20746,+,148019,2,0.157591824930107,C12orf60,ENST00000330828
ENST00000330843.9,chr8,37858618,37899497,40880,-,110206,1,0.131120352250489,RAB11FIP1,ENST00000330843
ENST00000330862.4,chr3,48620759,48621769,1011,-,51488,2,0.190108803165183,TMEM89,ENST00000330862
ENST00000330871.3,chr17,78356778,78360077,3300,-,209056,2,0.515242424242424,SOCS3,ENST00000330871
ENST00000330884.9,chr22,43824509,43862513,38005,-,243281,1,0.0695671622154978,SULT4A1,ENST00000330884
ENST00000330889.8,chr17,30921945,30959322,37378,+,197553,7,0.127872010273423,ADAP2,ENST00000330889
ENST00000330899.5,chr9,33025273,33039907,14635,+,114720,4,0.216077895456098,DNAJA1,ENST00000330899
ENST00000330915.7,chr19,8322584,8343262,20679,-,223056,4,0.101542627786643,KANK3,ENST00000330915
ENST00000330927.5,chr17,31303770,31314054,10285,-,204895,2,0.213670393777346,EVI2B,ENST00000330927
ENST00000330938.8,chr21,44849598,44873690,24093,-,238193,6,0.0374299589092268,PTTG1IP,ENST00000330938
ENST00000330943.9,chr16,50671629,50681312,9684,-,192719,4,0.0931433292028089,SNX20,ENST00000330943
ENST00000330949.3,chr13,112067149,112071706,4558,+,162889,1,0.417178587099605,SOX1,ENST00000330949
ENST00000330953.6,chr3,32951644,32956349,4706,+,42741,2,0.231002974925627,CCR4,ENST00000330953
ENST00000330964.10,chr15,63148249,63157477,9229,-,181171,1,0.152822624336331,RPS27L,ENST00000330964
ENST00000331010.7,chr12,5494132,5495159,1028,+,147215,1,0.879474708171206,NTF3,ENST00000331010
ENST00000331070.8,chrY,22984263,23005465,21203,+,252201,7,0.0133943309908975,BPY2,ENST00000331070
ENST00000331105.7,chr19,41114432,41128381,13950,+,219321,10,0.0687526881720429,CYP2F1,ENST00000331105
ENST00000331134.11,chr17,81556887,81637112,80226,-,209410,6,0.0839677909904517,NPLOC4,ENST00000331134
ENST00000331161.9,chr10,24981985,25016158,34174,-,128374,2,0.137584128284661,ENKUR,ENST00000331161
ENST00000331162.8,chr7,57119614,57139864,20251,-,99805,5,0.0179645449607427,ZNF479,ENST00000331162
ENST00000331173.6,chr10,51695486,51699595,4110,-,129222,1,0.492165450121655,CSTF2T,ENST00000331173
ENST00000331200.8,chr15,48331429,48343373,11945,+,176363,7,0.1428714943491,DUT,ENST00000331200
ENST00000331220.6,chrX,152714586,152718606,4021,+,247413,5,0.00338224322307884,MAGEA2B,ENST00000331220
ENST00000331238.7,chr17,1934677,2025334,90658,-,202514,1,0.13079044320413,RTN4RL1,ENST00000331238
ENST00000331239.8,chr11,93741642,93763083,21442,+,137584,2,0.147406958306128,C11orf54,ENST00000331239
ENST00000331256.10,chr19,39084368,39111493,27126,+,218949,8,0.122749391727494,ACP7,ENST00000331256
ENST00000331264.8,chr17,4788964,4790589,1626,+,195516,2,0.187330873308733,GLTPD2,ENST00000331264
ENST00000331268.9,chr15,78872814,78898133,25320,+,177894,5,0.13513823064771,MORF4L1,ENST00000331268
ENST00000331314.11,chr1,200644037,200669907,25871,-,20424,6,0.148784353136717,DDX59,ENST00000331314
ENST00000331320.12,chr14,105419827,105470729,50903,+,170264,18,0.0750938058660592,MTA1,ENST00000331320
ENST00000331327.5,chr5,140114109,140125619,11511,+,71929,1,0.77629224220311,PURA,ENST00000331327
ENST00000331334.5,chr14,95535050,95544714,9665,+,169133,2,0.0772374547335748,GLRX5,ENST00000331334
ENST00000331340.8,chr7,50304716,50405101,100386,+,93426,6,0.0911451796067182,IKZF1,ENST00000331340
ENST00000331373.10,chr8,43093515,43123434,29920,+,105672,5,0.151707887700535,POMK,ENST00000331373
ENST00000331426.6,chr2,151247940,151261863,13924,-,37714,4,0.11180695202528,RBM43,ENST00000331426
ENST00000331428.5,chr22,16783412,16821699,38288,-,241204,2,0.085248641872127,XKR3,ENST00000331428
ENST00000331433.5,chr1,16022036,16034050,12015,+,1217,20,0.12367873491469,CLCNKA,ENST00000331433
ENST00000331434.7,chr8,145052467,145056030,3564,+,108938,5,0.105499438832772,C8orf33,ENST00000331434
ENST00000331437.4,chr22,17116297,17121360,5064,-,241222,1,0.384814375987362,TMEM121B,ENST00000331437
ENST00000331456.7,chr3,49828601,49856564,27964,-,51934,6,0.175447003289944,TRAIP,ENST00000331456
ENST00000331457.9,chr22,31399604,31434452,34849,+,239776,9,0.122893052885305,DRG1,ENST00000331457
ENST00000331462.6,chr2,176188668,176190907,2240,+,28829,1,0.451696428571429,HOXD1,ENST00000331462
ENST00000331479.4,chr22,42079700,42084284,4585,+,240618,2,0.151995637949837,SMDT1,ENST00000331479
ENST00000331483.9,chr17,81843166,81860535,17370,-,209487,9,0.0972596430627519,P4HB,ENST00000331483
ENST00000331495.8,chr17,45221885,45247318,25434,+,198853,17,0.222308720610207,FMNL1,ENST00000331495
ENST00000331565.5,chr1,110150494,110202202,51709,+,5863,2,0.13491655224429,SLC6A17,ENST00000331565
ENST00000331569.6,chr8,37695782,37700019,4238,+,105257,1,0.544077394997641,ZNF703,ENST00000331569
ENST00000331573.8,chr21,39174769,39183451,8683,-,237861,6,0.14014741448808,PSMG1,ENST00000331573
ENST00000331593.6,chr1,39491636,39529869,38234,+,2785,3,0.101778521734582,BMP8A,ENST00000331593
ENST00000331595.9,chrX,153494980,153509546,14567,+,247468,4,0.104084574723691,BGN,ENST00000331595
ENST00000331597.9,chr11,74266657,74311640,44984,-,144244,1,0.173859594522497,P4HA3,ENST00000331597
ENST00000331628.8,chr14,74405899,74426210,20312,-,172911,4,0.135890114218196,SYNDIG1L,ENST00000331628
ENST00000331664.6,chr2,29061695,29074523,12829,-,33254,1,0.136323953542755,PCARE,ENST00000331664
ENST00000331710.10,chr12,64452120,64502114,49995,+,150765,10,0.156899689968997,TBK1,ENST00000331710
ENST00000331728.9,chr22,31212298,31280080,67783,+,239764,13,0.186641193219539,LIMK2,ENST00000331728
ENST00000331772.9,chr10,88284102,88583318,299217,-,130255,4,0.154646961903899,RNLS,ENST00000331772
ENST00000331780.5,chr17,45254393,45262094,7702,-,206563,2,0.119449493638016,SPATA32,ENST00000331780
ENST00000331782.8,chr14,105140995,105168776,27782,-,174238,25,0.153412281333237,JAG2,ENST00000331782
ENST00000331803.8,chr7,48088644,48108733,20090,+,93392,10,0.0625435540069687,UPP1,ENST00000331803
ENST00000331808.5,chr16,10928891,10942468,13578,-,191085,1,0.0974664899101488,DEXI,ENST00000331808
ENST00000331817.6,chr12,52233243,52248921,15679,+,149583,7,0.107360163275719,KRT7,ENST00000331817
ENST00000331825.11,chr19,48965309,48966879,1571,+,220279,4,0.375684277530235,FTL,ENST00000331825
ENST00000331830.7,chr1,205043212,205078289,35078,+,9793,20,0.156183362791493,CNTN2,ENST00000331830
ENST00000331849.8,chr16,20409534,20441336,31803,+,185412,6,0.106688048297331,ACSM5,ENST00000331849
ENST00000331858.5,chr6,136922301,136925660,3360,+,84559,1,0.531517857142857,SLC35D3,ENST00000331858
ENST00000331860.7,chr1,153001747,153003855,2109,+,7166,3,0.112043622569938,SPRR3,ENST00000331860
ENST00000331886.10,chr12,55931162,55954023,22862,+,150088,10,0.259898521564168,DGKA,ENST00000331886
ENST00000331890.6,chr8,144355431,144358472,3042,-,113917,9,0.413346482577252,FBXL6,ENST00000331890
ENST00000331923.9,chr21,32733899,32771755,37857,-,237522,13,0.240515624587263,PAXBP1,ENST00000331923
ENST00000332065.9,chr17,76081017,76103695,22679,-,208852,18,0.203703867013537,EXOC7,ENST00000332065
ENST00000332118.11,chr11,126262938,126268895,5958,-,146613,13,0.470308828465929,SRPRA,ENST00000332118
ENST00000332129.6,chr1,200969390,201023700,54311,-,20430,2,0.171537994144833,KIF21B,ENST00000332129
ENST00000332145.3,chr15,75724041,75727688,3648,+,177688,2,0.129906798245614,ODF3L1,ENST00000332145
ENST00000332149.10,chr21,41464305,41508158,43854,-,237958,9,0.0410658092762348,TMPRSS2,ENST00000332149
ENST00000332235.8,chr19,405445,409147,3703,-,221997,2,0.199513907642452,C2CD4C,ENST00000332235
ENST00000332238.5,chr15,101812202,101820197,7996,+,179069,2,0.138206603301651,OR4F15,ENST00000332238
ENST00000332246.10,chr8,19404161,19682583,278423,-,109655,7,0.0575717523336801,CSGALNACT1,ENST00000332246
ENST00000332249.4,chr11,5985892,5986985,1094,-,140232,1,0.522486288848263,OR52L1,ENST00000332249
ENST00000332271.9,chr22,24719034,24774716,55683,-,241842,3,0.0833090889499487,PIWIL3,ENST00000332271
ENST00000332272.9,chr16,75472052,75495441,23390,-,194332,3,0.0729499786233433,CHST6,ENST00000332272
ENST00000332281.6,chr16,88677688,88686507,8820,-,194980,2,0.0609410430839002,SNAI3,ENST00000332281
ENST00000332296.7,chr1,12791397,12796628,5232,+,1050,4,0.00426223241590214,PRAMEF1,ENST00000332296
ENST00000332298.9,chr20,64073181,64079988,6808,-,235049,2,0.198986486486486,RGS19,ENST00000332298
ENST00000332303.6,chr15,29264989,29269822,4834,-,179400,1,0.146814232519652,NSMCE3,ENST00000332303
ENST00000332312.4,chr20,41359962,41366818,6857,-,234059,3,0.303208400175004,EMILIN3,ENST00000332312
ENST00000332314.3,chr11,3217944,3218813,870,-,139998,1,0.0959770114942529,MRGPRG,ENST00000332314
ENST00000332323.10,chr19,52431414,52439446,8033,+,220909,1,0.0487115647952197,ZNF534,ENST00000332323
ENST00000332349.5,chr11,96390013,96393561,3549,+,137731,2,0.526289095519864,JRKL,ENST00000332349
ENST00000332372.6,chr2,70777310,70790643,13334,-,35222,4,0.123608819559022,FIGLA,ENST00000332372
ENST00000332375.4,chr7,100456620,100464260,7641,-,101536,3,0.0953147493783536,C7orf61,ENST00000332375
ENST00000332378.6,chr21,30880644,30881580,937,-,237429,1,0.554002134471718,KRTAP11-1,ENST00000332378
ENST00000332411.2,chr12,52768155,52777345,9191,-,156648,9,0.164856925252965,KRT76,ENST00000332411
ENST00000332431.5,chrX,103330239,103332326,2088,+,246244,3,0.404932950191571,TCEAL7,ENST00000332431
ENST00000332432.9,chr5,16067139,16179791,112653,-,74476,4,0.0860491953165918,MARCH11,ENST00000332432
ENST00000332438.4,chr17,42678889,42681843,2955,-,206002,2,0.435397631133671,CCR10,ENST00000332438
ENST00000332439.5,chr17,7858003,7862282,4280,+,196079,2,0.264018691588785,CYB5D1,ENST00000332439
ENST00000332496.10,chr15,90184963,90229670,44708,+,178434,6,0.118242820076943,SEMA4B,ENST00000332496
ENST00000332503.6,chr17,48575507,48578350,2844,-,206913,1,0.713291139240506,HOXB4,ENST00000332503
ENST00000332512.8,chr21,41739373,41767052,27680,-,237980,5,0.0885657514450868,RIPK4,ENST00000332512
ENST00000332517.4,chr4,188139441,188147743,8303,+,62656,3,0.0843791400698543,TRIML1,ENST00000332517
ENST00000332539.5,chr11,60850933,60855950,5018,-,142431,2,0.178716620167397,PTGDR2,ENST00000332539
ENST00000332549.8,chr2,101991960,102028544,36585,+,26357,8,0.0602350690173567,IL1R2,ENST00000332549
ENST00000332556.5,chr13,113297239,113323672,26434,+,162988,3,0.0533328289324355,LAMP1,ENST00000332556
ENST00000332598.7,chr5,177592203,177597242,5040,+,73721,4,0.250793650793651,TMED9,ENST00000332598
ENST00000332624.8,chr2,201377207,201451458,74252,-,39614,10,0.19467489091203,TRAK2,ENST00000332624
ENST00000332629.7,chr3,196554177,196568554,14378,-,57075,3,0.173786340242036,WDR53,ENST00000332629
ENST00000332644.6,chr4,68226653,68245694,19042,-,64274,5,0.0831320239470644,TMPRSS11B,ENST00000332644
ENST00000332663.3,chr15,21637909,21638992,1084,+,174556,1,0.676476014760147,AC135068.1,ENST00000332663
ENST00000332687.11,chrX,74582976,74614624,31649,-,249974,2,0.352510347878291,RLIM,ENST00000332687
ENST00000332690.1,chr7,143443453,143444409,957,+,97039,1,0.125182863113898,TAS2R60,ENST00000332690
ENST00000332700.6,chr12,45014672,45051099,36428,-,155836,3,0.171763478642803,DBX2,ENST00000332700
ENST00000332707.10,chr12,64404392,64451125,46734,+,150742,4,0.163424915479095,XPOT,ENST00000332707
ENST00000332710.8,chr22,19756703,19767334,10632,+,238584,6,0.25096877351392,TBX1,ENST00000332710
ENST00000332715.6,chr13,27977717,27988693,10977,-,163427,2,0.0830281497676962,URAD,ENST00000332715
ENST00000332725.7,chr11,405716,417397,11682,-,139551,9,0.102473891456942,SIGIRR,ENST00000332725
ENST00000332780.4,chr3,49171598,49176486,4889,+,43783,4,0.419717733687871,KLHDC8B,ENST00000332780
ENST00000332782.7,chr12,57243458,57251187,7730,-,157446,5,0.299417852522639,STAC3,ENST00000332782
ENST00000332793.11,chr11,63289903,63311783,21881,+,135339,4,0.113545998811754,SLC22A10,ENST00000332793
ENST00000332810.4,chr15,88621340,88632281,10942,+,178276,2,0.101983184061415,AEN,ENST00000332810
ENST00000332814.6,chr11,111514785,111537031,22247,+,138032,7,0.159522632265024,C11orf88,ENST00000332814
ENST00000332826.7,chr11,417938,442011,24074,-,139572,8,0.0522181606712636,ANO9,ENST00000332826
ENST00000332830.9,chr17,28905250,28951518,46269,-,204710,6,0.322937604011327,PHF12,ENST00000332830
ENST00000332836.7,chr19,55708438,55738402,29965,-,228710,6,0.0309761388286334,NLRP9,ENST00000332836
ENST00000332843.3,chr8,119067247,119108455,41209,+,107762,5,0.099369069863379,COLEC10,ENST00000332843
ENST00000332857.7,chr9,42183659,42189887,6229,+,115261,2,0.0243377749237438,SPATA31A6,ENST00000332857
ENST00000332884.11,chr4,107931549,107953461,21913,+,60380,5,0.178912061333455,CYP2U1,ENST00000332884
ENST00000332896.8,chr12,93677375,93850756,173382,+,151645,2,0.140360591064815,CRADD,ENST00000332896
ENST00000332912.3,chr1,212830141,212847649,17509,-,21050,2,0.112816265920384,SPATA45,ENST00000332912
ENST00000332947.6,chr1,20552573,20555020,2448,+,1422,1,0.521200980392157,FAM43B,ENST00000332947
ENST00000332955.7,chr19,48740852,48746909,6058,-,227442,5,0.0839220864971938,IZUMO1,ENST00000332955
ENST00000332958.3,chr6,116877242,116932161,54920,+,83970,14,0.172430808448653,RFX6,ENST00000332958
ENST00000333003.10,chr12,95020229,95073618,53390,-,158552,11,0.128598988574639,NR2C1,ENST00000333003
ENST00000333026.4,chrX,70177483,70205704,28222,+,245448,2,0.229165190277089,DGAT2L6,ENST00000333026
ENST00000333050.7,chr16,8795180,8797639,2460,-,190980,2,0.12349593495935,TMEM186,ENST00000333050
ENST00000333127.4,chr3,51861615,51863424,1810,+,44054,1,0.258121546961326,IQCF2,ENST00000333127
ENST00000333141.7,chr4,41981756,41986465,4710,+,58762,1,0.348577494692144,DCAF4L1,ENST00000333141
ENST00000333149.7,chr7,73312536,73328082,15547,-,100155,4,0.133858622242233,TRIM50,ENST00000333149
ENST00000333167.13,chr3,38122715,38137127,14413,-,50804,2,0.165891903142996,ACAA1,ENST00000333167
ENST00000333172.11,chr1,6555307,6579755,24449,+,594,3,0.156161806208843,TAS1R1,ENST00000333172
ENST00000333175.9,chr19,1009651,1021115,11465,-,222061,8,0.135961622328827,TMEM259,ENST00000333175
ENST00000333188.10,chr3,139357406,139389647,32242,-,55006,8,0.220414366354444,COPB2,ENST00000333188
ENST00000333201.13,chr19,56404332,56427364,23033,+,221516,3,0.147232232014935,ZNF583,ENST00000333201
ENST00000333206.10,chr18,35251062,35290229,39168,-,213258,4,0.210414113562092,ZSCAN30,ENST00000333206
ENST00000333213.11,chr17,75516528,75524735,8208,+,200989,4,0.211257309941521,TSEN54,ENST00000333213
