gene,null_model,alt_model,species,p,omega,branch
HIP1R,b_neut,b_free,39,8e-06,0.05,Great Ape
HIP1R,b_neut,b_free,35,0.19521,0.167,Haplorhine
HIPK1,b_neut,b_free,12,0.000594,0,Human
HIPK1,b_neut,b_free,41,0.031212,0,Homo-Pan
HIPK1,b_neut,b_free,34,0.001355,0.149,Primate
HIPK1,b_neut,b_free,39,0.16888,0,Great Ape
HIPK1,b_neut,b_free,35,0.442742,0,Haplorhine
HIPK2,b_neut,b_free,12,6e-05,0.071,Human
HIPK2,b_neut,b_free,41,0.020666,0,Homo-Pan
HIPK2,b_neut,b_free,34,3e-05,0,Primate
HIPK2,b_neut,b_free,39,0.032404,0,Great Ape
HIPK2,b_neut,b_free,35,0.003067,0.077,Haplorhine
HIPK3,b_neut,b_free,12,0.042973,0.119,Human
HIPK3,b_neut,b_free,41,0.14887,0.18,Homo-Pan
HIPK3,b_neut,b_free,34,0.473996,242.845,Primate
HIPK3,b_neut,b_free,39,0.001303,0,Great Ape
HIPK3,b_neut,b_free,35,0.181636,0.184,Haplorhine
HIPK4,b_neut,b_free,11,1e-06,0.087,Human
HIPK4,b_neut,b_free,40,0.055284,0.145,Homo-Pan
HIPK4,b_neut,b_free,33,0.05938,0.009,Primate
HIPK4,b_neut,b_free,38,0.751314,999,Great Ape
HIPK4,b_neut,b_free,34,0.976254,1.239,Haplorhine
HIRA,b_neut,b_free,12,0.053079,0.131,Human
HIRA,b_neut,b_free,41,0.417735,436.027,Homo-Pan
HIRA,b_neut,b_free,34,1.8e-05,0.023,Primate
HIRA,b_neut,b_free,39,0.211134,0.198,Great Ape
HIRA,b_neut,b_free,35,0.003928,0.026,Haplorhine
HIRIP3,b_neut,b_free,12,0.323909,0.459,Human
HIRIP3,b_neut,b_free,41,0.443266,999,Homo-Pan
HIRIP3,b_neut,b_free,34,0.055003,0.211,Primate
HIRIP3,b_neut,b_free,39,0.448886,2.874,Great Ape
HIRIP3,b_neut,b_free,35,0.054716,0.175,Haplorhine
HIST1H1E,b_neut,b_free,12,0.028873,0,Human
HIST1H1E,b_neut,b_free,41,0.997477,0.588,Homo-Pan
HIST1H1E,b_neut,b_free,34,0,0,Primate
HIST1H1E,b_neut,b_free,39,0.990228,0,Great Ape
HIST1H1E,b_neut,b_free,35,0.605496,0.27,Haplorhine
HIST1H2AB,b_neut,b_free,12,0.000967,0,Human
HIST1H2AB,b_neut,b_free,41,0.112489,0,Homo-Pan
HIST1H2AB,b_neut,b_free,34,3.9e-05,0,Primate
HIST1H2AB,b_neut,b_free,39,0.056735,0,Great Ape
HIST1H2AB,b_neut,b_free,35,0.730855,0,Haplorhine
HIST1H2AC,b_neut,b_free,12,0.014125,0,Human
HIST1H2AC,b_neut,b_free,40,1,1.336,Homo-Pan
HIST1H2AC,b_neut,b_free,33,0.002906,0,Primate
HIST1H2AC,b_neut,b_free,38,0.997015,0.566,Great Ape
HIST1H2AC,b_neut,b_free,34,1,6.068,Haplorhine
HIST1H2AH,b_neut,b_free,12,0.996432,0.56,Human
HIST1H2AH,b_neut,b_free,41,0.970777,0,Homo-Pan
HIST1H2AH,b_neut,b_free,34,1e-06,0.007,Primate
HIST1H2AH,b_neut,b_free,39,0.668153,0,Great Ape
HIST1H2AH,b_neut,b_free,35,0.978269,0,Haplorhine
HIST1H2AK,b_neut,b_free,12,0.01103,0,Human
HIST1H2AK,b_neut,b_free,41,1,0.565,Homo-Pan
HIST1H2AK,b_neut,b_free,34,1.1e-05,0.009,Primate
HIST1H2AK,b_neut,b_free,39,0.997743,0.564,Great Ape
HIST1H2AK,b_neut,b_free,35,0.977155,0,Haplorhine
HIST1H2BD,b_neut,b_free,12,1,0.567,Human
HIST1H2BD,b_neut,b_free,40,0.702885,0.55,Homo-Pan
HIST1H2BD,b_neut,b_free,33,1,9.775,Primate
HIST1H2BD,b_neut,b_free,38,0.440035,0,Great Ape
HIST1H2BD,b_neut,b_free,34,1,1.638,Haplorhine
HIST1H2BE,b_neut,b_free,11,0.921738,0.616,Human
HIST1H2BE,b_neut,b_free,39,0.998872,0.615,Homo-Pan
HIST1H2BE,b_neut,b_free,32,0.000827,0,Primate
HIST1H2BE,b_neut,b_free,37,0.570884,0,Great Ape
HIST1H2BE,b_neut,b_free,33,1,0.284,Haplorhine
HIST1H2BJ,b_neut,b_free,11,0.012107,0,Human
HIST1H2BJ,b_neut,b_free,39,0.00872,0,Homo-Pan
HIST1H2BJ,b_neut,b_free,32,0.9762,0,Primate
HIST1H2BJ,b_neut,b_free,37,0.982704,0,Great Ape
HIST1H2BJ,b_neut,b_free,33,0.97821,0,Haplorhine
HIST1H2BK,b_neut,b_free,12,0.042478,0,Human
HIST1H2BK,b_neut,b_free,41,0.995082,0.542,Homo-Pan
HIST1H2BK,b_neut,b_free,34,0.988717,0.542,Primate
HIST1H2BK,b_neut,b_free,39,0.994589,0.569,Great Ape
HIST1H2BK,b_neut,b_free,35,0.990903,0.557,Haplorhine
HIST1H2BN,b_neut,b_free,12,0.003618,0,Human
HIST1H2BN,b_neut,b_free,41,0.997743,0.5,Homo-Pan
HIST1H2BN,b_neut,b_free,34,0.00207,0.014,Primate
HIST1H2BN,b_neut,b_free,39,0.022823,0,Great Ape
HIST1H2BN,b_neut,b_free,35,0.978653,0,Haplorhine
HIVEP1,b_neut,b_free,12,0.006264,0.415,Human
HIVEP1,b_neut,b_free,41,0.177959,0.366,Homo-Pan
HIVEP1,b_neut,b_free,34,1.5e-05,0.22,Primate
HIVEP1,b_neut,b_free,39,0.036881,0.2,Great Ape
HIVEP1,b_neut,b_free,35,0,0.147,Haplorhine
HIVEP2,b_neut,b_free,12,0.005987,0.191,Human
HIVEP2,b_neut,b_free,41,0.097571,0.146,Homo-Pan
HIVEP2,b_neut,b_free,34,1e-06,0.133,Primate
HIVEP2,b_neut,b_free,39,0.000278,0.047,Great Ape
HIVEP2,b_neut,b_free,35,0,0.086,Haplorhine
HIVEP3,b_neut,b_free,12,0.008203,0.356,Human
HIVEP3,b_neut,b_free,41,0.376231,0.439,Homo-Pan
HIVEP3,b_neut,b_free,34,0.002595,0.297,Primate
HIVEP3,b_neut,b_free,39,0.000119,0,Great Ape
HIVEP3,b_neut,b_free,35,1.1e-05,0.126,Haplorhine
HJURP,b_neut,b_free,12,0.485132,1.438,Human
HJURP,b_neut,b_free,41,0.345853,999,Homo-Pan
HJURP,b_neut,b_free,34,0.742886,0.824,Primate
HJURP,b_neut,b_free,39,0.787103,1.513,Great Ape
HJURP,b_neut,b_free,35,0.542244,0.697,Haplorhine
HJV,b_neut,b_free,12,0.124035,0,Human
HJV,b_neut,b_free,41,0.997743,0.564,Homo-Pan
HJV,b_neut,b_free,34,0.2703,0.178,Primate
HJV,b_neut,b_free,39,0.981564,0,Great Ape
HJV,b_neut,b_free,35,0.141942,0.165,Haplorhine
HK1,b_neut,b_free,12,0.125779,0.16,Human
HK1,b_neut,b_free,41,0.000608,0.052,Homo-Pan
HK1,b_neut,b_free,34,0.002043,0,Primate
HK1,b_neut,b_free,39,0.5134,999,Great Ape
HK1,b_neut,b_free,35,3e-06,0.063,Haplorhine
HK2,b_neut,b_free,12,2.7e-05,0.036,Human
HK2,b_neut,b_free,41,0.143575,0,Homo-Pan
HK2,b_neut,b_free,34,0.011392,0.085,Primate
HK2,b_neut,b_free,39,1.1e-05,0,Great Ape
HK2,b_neut,b_free,35,0.003459,0.112,Haplorhine
HK3,b_neut,b_free,12,3.4e-05,0.093,Human
HK3,b_neut,b_free,41,0.041284,0,Homo-Pan
HK3,b_neut,b_free,34,0.877354,2.03,Primate
HK3,b_neut,b_free,39,0.456187,999,Great Ape
HK3,b_neut,b_free,35,0.009216,0.125,Haplorhine
HKDC1,b_neut,b_free,12,0.000176,0.043,Human
HKDC1,b_neut,b_free,41,0.020434,0,Homo-Pan
HKDC1,b_neut,b_free,34,0.148073,0.107,Primate
HKDC1,b_neut,b_free,39,0.001524,0,Great Ape
HKDC1,b_neut,b_free,35,0.190078,0.217,Haplorhine
HLA-DMA,b_neut,b_free,12,0.687185,1.542,Human
HLA-DMA,b_neut,b_free,39,0.420687,999,Homo-Pan
HLA-DMA,b_neut,b_free,33,0.334185,0.366,Primate
HLA-DMA,b_neut,b_free,34,0.177388,0.175,Haplorhine
HLA-DMB,b_neut,b_free,12,0.820521,0.753,Human
HLA-DMB,b_neut,b_free,39,1,0.575,Homo-Pan
HLA-DMB,b_neut,b_free,33,0.354853,0.482,Primate
HLA-DMB,b_neut,b_free,34,0.042678,0.116,Haplorhine
HLA-DOA,b_neut,b_free,12,0.033187,0.09,Human
HLA-DOA,b_neut,b_free,41,0.991115,0,Homo-Pan
HLA-DOA,b_neut,b_free,34,0.228455,0.186,Primate
HLA-DOA,b_neut,b_free,39,0.297237,0,Great Ape
HLA-DOA,b_neut,b_free,35,0.605336,0.462,Haplorhine
HLA-DOB,b_neut,b_free,12,1,1.026,Human
HLA-DOB,b_neut,b_free,39,0.471526,999,Homo-Pan
HLA-DOB,b_neut,b_free,33,0.063729,0.109,Primate
HLA-DOB,b_neut,b_free,34,0.084608,0.065,Haplorhine
HLA-DPA1,b_neut,b_free,11,0.844064,1.169,Human
HLA-DPA1,b_neut,b_free,37,0.27589,0.168,Homo-Pan
HLA-DPA1,b_neut,b_free,31,0.127245,0.167,Primate
HLA-DPA1,b_neut,b_free,32,0.333239,0.171,Haplorhine
HLA-DPB1,b_neut,b_free,12,0.082856,0.364,Human
HLA-DPB1,b_neut,b_free,41,0.443166,999,Homo-Pan
HLA-DPB1,b_neut,b_free,34,0.835545,1.3,Primate
HLA-DPB1,b_neut,b_free,39,0.809425,1.306,Great Ape
HLA-DPB1,b_neut,b_free,35,0.147427,0.102,Haplorhine
HLA-DQA1,b_neut,b_free,12,0.233509,0.476,Human
HLA-DQA1,b_neut,b_free,41,0.333164,999,Homo-Pan
HLA-DQA1,b_neut,b_free,34,0.936088,1.11,Primate
HLA-DQA1,b_neut,b_free,39,0.986842,91.149,Great Ape
HLA-DQA1,b_neut,b_free,35,0.004729,0.113,Haplorhine
HLA-DQB1,b_neut,b_free,32,0.151904,0.132,Primate
HLA-DQB1,b_neut,b_free,12,0.204937,0.257,Human
HLA-DQB1,b_neut,b_free,39,0.131859,0.343,Homo-Pan
HLA-DQB1,b_neut,b_free,37,1,0.64,Great Ape
HLA-DQB1,b_neut,b_free,33,0.210449,0.206,Haplorhine
HLA-DQB2,b_neut,b_free,12,0.017568,0.082,Human
HLA-DQB2,b_neut,b_free,37,0.07686,0,Homo-Pan
HLA-DQB2,b_neut,b_free,30,1,0.808,Primate
HLA-DQB2,b_neut,b_free,35,0.996432,0.704,Great Ape
HLA-DQB2,b_neut,b_free,31,0.670173,999,Haplorhine
HLA-DRA,b_neut,b_free,12,0.50762,0.43,Human
HLA-DRA,b_neut,b_free,41,0.061723,0,Homo-Pan
HLA-DRA,b_neut,b_free,34,0.249098,999,Primate
HLA-DRA,b_neut,b_free,39,0.897797,999,Great Ape
HLA-DRA,b_neut,b_free,35,0.725532,999,Haplorhine
HLA-DRB1,b_neut,b_free,12,0.301977,0.575,Human
HLA-DRB1,b_neut,b_free,40,0.989177,47.683,Homo-Pan
HLA-DRB1,b_neut,b_free,33,0.482876,0.177,Primate
HLA-DRB1,b_neut,b_free,38,0.16732,0,Great Ape
HLA-DRB1,b_neut,b_free,34,0.994589,0.571,Haplorhine
HLA-DRB5,b_neut,b_free,12,0.255958,0.49,Human
HLA-DRB5,b_neut,b_free,40,0.56533,999,Homo-Pan
HLA-DRB5,b_neut,b_free,33,0.101817,0,Primate
HLA-DRB5,b_neut,b_free,38,0.283074,0.585,Great Ape
HLA-DRB5,b_neut,b_free,34,0.392235,0.226,Haplorhine
HLA-E,b_neut,b_free,8,0.028853,0.265,Human
HLA-E,b_neut,b_free,34,0.484841,999,Homo-Pan
HLA-E,b_neut,b_free,32,1,1.001,Great Ape
HLA-E,b_neut,b_free,27,0.193677,0.288,Primate
HLA-E,b_neut,b_free,28,0.874711,281.655,Haplorhine
HLA-G,b_neut,b_free,9,0.068974,0,Human
HLA-G,b_neut,b_free,32,0.981598,0,Homo-Pan
HLA-G,b_neut,b_free,25,0.017026,0.29,Primate
HLA-G,b_neut,b_free,30,0.996091,0.791,Great Ape
HLA-G,b_neut,b_free,26,0.566989,0.431,Haplorhine
HLCS,b_neut,b_free,12,0.620672,0.54,Human
HLCS,b_neut,b_free,41,0.979754,0,Homo-Pan
HLCS,b_neut,b_free,34,0.627147,0.54,Primate
HLCS,b_neut,b_free,39,0.496697,0.516,Great Ape
HLCS,b_neut,b_free,35,0.183493,0.273,Haplorhine
HLF,b_neut,b_free,12,0.019044,0,Human
HLF,b_neut,b_free,41,0.998872,0.57,Homo-Pan
HLF,b_neut,b_free,34,0.310104,0,Primate
HLF,b_neut,b_free,39,0.310363,0,Great Ape
HLF,b_neut,b_free,35,0.150669,0,Haplorhine
HLTF,b_neut,b_free,12,0.020995,0.142,Human
HLTF,b_neut,b_free,41,0.489986,30.216,Homo-Pan
HLTF,b_neut,b_free,34,0.372115,0.251,Primate
HLTF,b_neut,b_free,39,0.406878,0.433,Great Ape
HLTF,b_neut,b_free,35,0.613938,0.434,Haplorhine
HLX,b_neut,b_free,12,0.003506,0,Human
HLX,b_neut,b_free,41,0.113789,0,Homo-Pan
HLX,b_neut,b_free,34,0.023803,0.059,Primate
HLX,b_neut,b_free,39,0.389489,0.264,Great Ape
HLX,b_neut,b_free,35,0.619265,0.288,Haplorhine
HM13,b_neut,b_free,12,0.090927,0,Human
HM13,b_neut,b_free,41,1,0.565,Homo-Pan
HM13,b_neut,b_free,34,0.103338,0,Primate
HM13,b_neut,b_free,39,0.080554,0,Great Ape
HM13,b_neut,b_free,35,0.191438,0,Haplorhine
HMBOX1,b_neut,b_free,12,0.996808,0.565,Human
HMBOX1,b_neut,b_free,41,0.110069,0,Homo-Pan
HMBOX1,b_neut,b_free,34,1,6.666,Primate
HMBOX1,b_neut,b_free,39,0.989908,0,Great Ape
HMBOX1,b_neut,b_free,35,0.1237,0,Haplorhine
HMBS,b_neut,b_free,12,0.117935,0,Human
HMBS,b_neut,b_free,41,1,0.616,Homo-Pan
HMBS,b_neut,b_free,34,0.010728,0.058,Primate
HMBS,b_neut,b_free,39,0.16095,0,Great Ape
HMBS,b_neut,b_free,35,0.555077,303.39,Haplorhine
HMCES,b_neut,b_free,32,0.607696,999,Primate
HMCES,b_neut,b_free,12,0.787877,0.714,Human
HMCES,b_neut,b_free,39,0.099657,0,Homo-Pan
HMCES,b_neut,b_free,37,0.368208,0.25,Great Ape
HMCES,b_neut,b_free,33,0.017433,0.145,Haplorhine
HMG20A,b_neut,b_free,12,0.021989,0,Human
HMG20A,b_neut,b_free,41,0.998046,0.569,Homo-Pan
HMG20A,b_neut,b_free,34,0.014266,0,Primate
HMG20A,b_neut,b_free,39,0.997236,0.554,Great Ape
HMG20A,b_neut,b_free,35,0.515481,0,Haplorhine
HMG20B,b_neut,b_free,12,1,0.561,Human
HMG20B,b_neut,b_free,41,1,0.564,Homo-Pan
HMG20B,b_neut,b_free,34,0.095916,0,Primate
HMG20B,b_neut,b_free,39,0.312871,0.237,Great Ape
HMG20B,b_neut,b_free,35,0.826709,0,Haplorhine
HMGA1,b_neut,b_free,12,1,0.566,Human
HMGA1,b_neut,b_free,40,1,0.566,Homo-Pan
HMGA1,b_neut,b_free,33,0.773951,0,Primate
HMGA1,b_neut,b_free,38,0.998872,0.568,Great Ape
HMGA1,b_neut,b_free,34,0.985728,0,Haplorhine
HMGA2,b_neut,b_free,12,0.137211,0,Human
HMGA2,b_neut,b_free,41,1,0.553,Homo-Pan
HMGA2,b_neut,b_free,34,0.74884,0,Primate
HMGA2,b_neut,b_free,39,0.655191,0,Great Ape
HMGA2,b_neut,b_free,35,0.02068,0,Haplorhine
HMGB1,b_neut,b_free,12,0.018891,0,Human
HMGB1,b_neut,b_free,41,1,0,Homo-Pan
HMGB1,b_neut,b_free,34,1,0.542,Primate
HMGB1,b_neut,b_free,39,1,0.567,Great Ape
HMGB1,b_neut,b_free,35,0.975515,0,Haplorhine
HMGB2,b_neut,b_free,12,0.086205,0,Human
HMGB2,b_neut,b_free,41,0.088941,0,Homo-Pan
HMGB2,b_neut,b_free,34,0.007076,0,Primate
HMGB2,b_neut,b_free,39,0.998404,0.557,Great Ape
HMGB2,b_neut,b_free,35,0.511446,0.065,Haplorhine
HMGB3,b_neut,b_free,12,1,0.575,Human
HMGB3,b_neut,b_free,41,1,0.529,Homo-Pan
HMGB3,b_neut,b_free,34,0.106489,0,Primate
HMGB3,b_neut,b_free,39,0.998404,0.558,Great Ape
HMGB3,b_neut,b_free,35,0.132858,0,Haplorhine
HMGB4,b_neut,b_free,12,0.598686,0.469,Human
HMGB4,b_neut,b_free,41,0.998404,0.579,Homo-Pan
HMGB4,b_neut,b_free,34,0.296426,0.289,Primate
HMGB4,b_neut,b_free,39,0.447613,999,Great Ape
HMGB4,b_neut,b_free,35,0.164808,0.084,Haplorhine
HMGCL,b_neut,b_free,12,0.001692,0,Human
HMGCL,b_neut,b_free,41,0.40696,999,Homo-Pan
HMGCL,b_neut,b_free,34,0.000554,0.013,Primate
HMGCL,b_neut,b_free,39,0.414859,999,Great Ape
HMGCL,b_neut,b_free,35,0.601516,15.391,Haplorhine
HMGCLL1,b_neut,b_free,12,0.973494,0,Human
HMGCLL1,b_neut,b_free,41,0.995932,0.566,Homo-Pan
HMGCLL1,b_neut,b_free,34,0.06073,0,Primate
HMGCLL1,b_neut,b_free,39,0.976174,0,Great Ape
HMGCLL1,b_neut,b_free,35,0.02662,0,Haplorhine
HMGCR,b_neut,b_free,12,0.151743,0.184,Human
HMGCR,b_neut,b_free,41,0.005089,0,Homo-Pan
HMGCR,b_neut,b_free,34,0.900806,1.704,Primate
HMGCR,b_neut,b_free,39,0.025131,0,Great Ape
HMGCR,b_neut,b_free,35,0.032246,0.125,Haplorhine
HMGCS1,b_neut,b_free,12,0.502721,999,Human
HMGCS1,b_neut,b_free,41,0.996091,0.564,Homo-Pan
HMGCS1,b_neut,b_free,34,0.002026,0.122,Primate
HMGCS1,b_neut,b_free,39,0.291914,493.603,Great Ape
HMGCS1,b_neut,b_free,35,0.11655,0,Haplorhine
HMGCS2,b_neut,b_free,12,0.16071,0.191,Human
HMGCS2,b_neut,b_free,41,0.173902,999,Homo-Pan
HMGCS2,b_neut,b_free,34,0.002866,0.076,Primate
HMGCS2,b_neut,b_free,39,0.997477,0.568,Great Ape
HMGCS2,b_neut,b_free,35,0.796033,999,Haplorhine
HMGN1,b_neut,b_free,12,0.116762,0,Human
HMGN1,b_neut,b_free,41,0.118161,0,Homo-Pan
HMGN1,b_neut,b_free,34,0.062888,0.125,Primate
HMGN1,b_neut,b_free,39,0.998404,0.56,Great Ape
HMGN1,b_neut,b_free,35,0.076736,0,Haplorhine
HMGN2,b_neut,b_free,12,0.995778,0,Human
HMGN2,b_neut,b_free,41,0.132484,0,Homo-Pan
HMGN2,b_neut,b_free,34,0.119862,0.151,Primate
HMGN2,b_neut,b_free,39,0.995213,0,Great Ape
HMGN2,b_neut,b_free,35,0.991044,0,Haplorhine
HMGN3,b_neut,b_free,12,1,0.553,Human
HMGN3,b_neut,b_free,41,1,0.552,Homo-Pan
HMGN3,b_neut,b_free,34,0.998872,0.681,Primate
HMGN3,b_neut,b_free,39,1,0.608,Great Ape
HMGN3,b_neut,b_free,35,0.28286,999,Haplorhine
HMGN4,b_neut,b_free,12,0.758636,0.467,Human
HMGN4,b_neut,b_free,39,0.114073,0,Homo-Pan
HMGN4,b_neut,b_free,32,0.596701,0.506,Primate
HMGN4,b_neut,b_free,37,1,0.847,Great Ape
HMGN4,b_neut,b_free,33,1,0,Haplorhine
HMGN5,b_neut,b_free,11,0.799599,0.74,Human
HMGN5,b_neut,b_free,39,1,0.569,Homo-Pan
HMGN5,b_neut,b_free,32,0.39465,0.268,Primate
HMGN5,b_neut,b_free,37,0.488226,999,Great Ape
HMGN5,b_neut,b_free,33,0.998404,1.027,Haplorhine
HMGXB3,b_neut,b_free,12,0.451786,0.556,Human
HMGXB3,b_neut,b_free,41,0.540996,0.413,Homo-Pan
HMGXB3,b_neut,b_free,34,0.204134,0.452,Primate
HMGXB3,b_neut,b_free,39,0.563552,0.385,Great Ape
HMGXB3,b_neut,b_free,35,0.014075,0.051,Haplorhine
HMGXB4,b_neut,b_free,12,0.172433,0.2,Human
HMGXB4,b_neut,b_free,41,0.998404,0.564,Homo-Pan
HMGXB4,b_neut,b_free,34,0.164105,0.132,Primate
HMGXB4,b_neut,b_free,39,0.026521,0,Great Ape
HMGXB4,b_neut,b_free,35,1,5.702,Haplorhine
HMHB1,b_neut,b_free,12,1,15.649,Human
HMHB1,b_neut,b_free,41,0.997236,185.358,Homo-Pan
HMHB1,b_neut,b_free,34,0.997236,127.591,Primate
HMHB1,b_neut,b_free,39,0.994589,238.201,Great Ape
HMHB1,b_neut,b_free,35,0.350945,999,Haplorhine
HMMR,b_neut,b_free,12,0.236304,0.44,Human
HMMR,b_neut,b_free,41,0.040157,0.177,Homo-Pan
HMMR,b_neut,b_free,34,0.182866,0.34,Primate
HMMR,b_neut,b_free,39,0.119518,0.146,Great Ape
HMMR,b_neut,b_free,35,0.208733,0.203,Haplorhine
HMOX1,b_neut,b_free,12,0.072168,0,Human
HMOX1,b_neut,b_free,41,1,0.567,Homo-Pan
HMOX1,b_neut,b_free,34,0.453778,0.114,Primate
HMOX1,b_neut,b_free,39,0.01162,0,Great Ape
HMOX1,b_neut,b_free,35,0.422088,0,Haplorhine
HMOX2,b_neut,b_free,12,0.016846,0,Human
HMOX2,b_neut,b_free,41,0.124981,0,Homo-Pan
HMOX2,b_neut,b_free,34,0.086245,0.074,Primate
HMOX2,b_neut,b_free,39,0.07955,0,Great Ape
HMOX2,b_neut,b_free,35,0.977719,0.941,Haplorhine
HMSD,b_neut,b_free,8,0.00415,0,Human
HMSD,b_neut,b_free,31,0.998404,0.798,Homo-Pan
HMSD,b_neut,b_free,29,0.513133,0.472,Great Ape
HMSD,b_neut,b_free,25,0.749322,0.72,Haplorhine
HMX1,b_neut,b_free,12,0.423809,0.312,Human
HMX1,b_neut,b_free,41,0.989177,19.874,Homo-Pan
HMX1,b_neut,b_free,34,0.081937,0,Primate
HMX1,b_neut,b_free,39,0.984946,0,Great Ape
HMX1,b_neut,b_free,35,0.364203,0.389,Haplorhine
HMX2,b_neut,b_free,12,0.998046,0.56,Human
HMX2,b_neut,b_free,41,0.997743,0.564,Homo-Pan
HMX2,b_neut,b_free,34,0.745003,999,Primate
HMX2,b_neut,b_free,39,0.119349,0.102,Great Ape
HMX2,b_neut,b_free,35,0.269455,0,Haplorhine
HMX3,b_neut,b_free,12,0.000648,0.079,Human
HMX3,b_neut,b_free,41,0.253419,0,Homo-Pan
HMX3,b_neut,b_free,34,0.05165,0,Primate
HMX3,b_neut,b_free,39,0.979227,0,Great Ape
HMX3,b_neut,b_free,35,0.965859,0,Haplorhine
HNF1A,b_neut,b_free,12,0.056182,0.173,Human
HNF1A,b_neut,b_free,41,0.016146,0,Homo-Pan
HNF1A,b_neut,b_free,34,0.18751,0.076,Primate
HNF1A,b_neut,b_free,39,2.8e-05,0,Great Ape
HNF1A,b_neut,b_free,35,0.221038,0.067,Haplorhine
HNF1B,b_neut,b_free,12,0.01858,0.139,Human
HNF1B,b_neut,b_free,41,0.991187,0,Homo-Pan
HNF1B,b_neut,b_free,34,5e-05,0.019,Primate
HNF1B,b_neut,b_free,39,0.990099,0,Great Ape
HNF1B,b_neut,b_free,35,1,13.824,Haplorhine
HNF4A,b_neut,b_free,12,0.000154,0.036,Human
HNF4A,b_neut,b_free,41,0.016307,0,Homo-Pan
HNF4A,b_neut,b_free,34,0.334687,0.129,Primate
HNF4A,b_neut,b_free,39,0.978563,0,Great Ape
HNF4A,b_neut,b_free,35,0.006762,0.035,Haplorhine
HNF4G,b_neut,b_free,12,0.103012,0,Human
HNF4G,b_neut,b_free,41,0.108,0,Homo-Pan
HNF4G,b_neut,b_free,34,0.724325,676.689,Primate
HNF4G,b_neut,b_free,39,0.994358,0.569,Great Ape
HNF4G,b_neut,b_free,35,1,27.919,Haplorhine
HNMT,b_neut,b_free,12,0.471381,0.353,Human
HNMT,b_neut,b_free,41,0.996808,0.577,Homo-Pan
HNMT,b_neut,b_free,34,0.279483,0.364,Primate
HNMT,b_neut,b_free,39,0.99563,0.561,Great Ape
HNMT,b_neut,b_free,35,0.570931,0.411,Haplorhine
HNRNPA0,b_neut,b_free,12,0.003504,0,Human
HNRNPA0,b_neut,b_free,41,0.994358,34.127,Homo-Pan
HNRNPA0,b_neut,b_free,34,0.549734,0,Primate
HNRNPA0,b_neut,b_free,39,0.107443,0,Great Ape
HNRNPA0,b_neut,b_free,35,0.969479,0,Haplorhine
HNRNPA1L2,b_neut,b_free,2,0.761043,0.764,Human
HNRNPA1L2,b_neut,b_free,10,0.99056,205.84,Homo-Pan
HNRNPA2B1,b_neut,b_free,12,0.105353,0,Human
HNRNPA2B1,b_neut,b_free,41,1,0.661,Homo-Pan
HNRNPA2B1,b_neut,b_free,34,0.451285,0,Primate
HNRNPA2B1,b_neut,b_free,39,0.988006,0,Great Ape
HNRNPA2B1,b_neut,b_free,35,0.057481,0,Haplorhine
HNRNPAB,b_neut,b_free,12,1,0.556,Human
HNRNPAB,b_neut,b_free,41,0.998046,0.553,Homo-Pan
HNRNPAB,b_neut,b_free,34,0.075913,0.086,Primate
HNRNPAB,b_neut,b_free,39,0.592926,122.293,Great Ape
HNRNPAB,b_neut,b_free,35,0.211979,0,Haplorhine
HNRNPC,b_neut,b_free,12,0.998046,0.564,Human
HNRNPC,b_neut,b_free,41,0.997743,0.564,Homo-Pan
HNRNPC,b_neut,b_free,34,0.249782,0.15,Primate
HNRNPC,b_neut,b_free,39,0.997236,0.564,Great Ape
HNRNPC,b_neut,b_free,35,0.017014,0.069,Haplorhine
HNRNPD,b_neut,b_free,12,0.107423,0,Human
HNRNPD,b_neut,b_free,41,1,0.564,Homo-Pan
HNRNPD,b_neut,b_free,34,0.012684,0,Primate
HNRNPD,b_neut,b_free,39,1,0.573,Great Ape
HNRNPD,b_neut,b_free,35,0.804982,999,Haplorhine
HNRNPDL,b_neut,b_free,12,0.106175,0,Human
HNRNPDL,b_neut,b_free,40,0.493861,0.371,Homo-Pan
HNRNPDL,b_neut,b_free,33,0.127717,0,Primate
HNRNPDL,b_neut,b_free,38,0.998404,0.555,Great Ape
HNRNPDL,b_neut,b_free,34,0.633285,0,Haplorhine
HNRNPF,b_neut,b_free,12,0.000935,0,Human
HNRNPF,b_neut,b_free,39,0.996258,0.804,Homo-Pan
HNRNPF,b_neut,b_free,37,0.002984,0,Great Ape
HNRNPF,b_neut,b_free,32,0.002891,0,Primate
HNRNPF,b_neut,b_free,33,0.072092,0,Haplorhine
HNRNPH1,b_neut,b_free,12,0.997477,0.542,Human
HNRNPH1,b_neut,b_free,41,0.089779,0,Homo-Pan
HNRNPH1,b_neut,b_free,34,0.990163,0,Primate
HNRNPH1,b_neut,b_free,39,1,0,Great Ape
HNRNPH1,b_neut,b_free,35,0.1928,0,Haplorhine
HNRNPH2,b_neut,b_free,11,0.996808,0.566,Human
HNRNPH2,b_neut,b_free,40,0.997015,0.56,Homo-Pan
HNRNPH2,b_neut,b_free,33,0.001096,0,Primate
HNRNPH2,b_neut,b_free,38,0.111811,0,Great Ape
HNRNPH2,b_neut,b_free,34,0.150628,0,Haplorhine
HNRNPH3,b_neut,b_free,12,1,0.569,Human
HNRNPH3,b_neut,b_free,41,1,0.564,Homo-Pan
HNRNPH3,b_neut,b_free,34,0.089338,0,Primate
