gene,branch,p
KAT14,Homo-Pan,1
KAT14,Haplorhine,1
KAT14,Primate,1
KAT14,Great Ape,1
KAT14,Human,1
KAT2A,Homo-Pan,0.344055765
KAT2A,Haplorhine,1
KAT2A,Primate,1
KAT2A,Great Ape,1
KAT2A,Human,1
KAT2B,Homo-Pan,1
KAT2B,Haplorhine,1
KAT2B,Primate,1
KAT2B,Great Ape,1
KAT2B,Human,1
KAT5,Homo-Pan,1
KAT5,Haplorhine,1
KAT5,Primate,1
KAT5,Great Ape,1
KAT5,Human,1
KAT6A,Homo-Pan,0.205196991
KAT6A,Haplorhine,1
KAT6A,Primate,1
KAT6A,Great Ape,1
KAT6A,Human,1
KAT6B,Homo-Pan,1
KAT6B,Haplorhine,1
KAT6B,Primate,1
KAT6B,Human,1
KAT7,Homo-Pan,1
KAT7,Haplorhine,1
KAT7,Primate,1
KAT7,Human,1
KAT8,Homo-Pan,1
KAT8,Haplorhine,1
KAT8,Primate,1
KAT8,Great Ape,1
KAT8,Human,1
KATNA1,Primate,1
KATNA1,Primate,1
KATNA1,Primate,1
KATNA1,Human,1
KATNAL1,Haplorhine,1
KATNAL1,Primate,1
KATNAL1,Great Ape,1
KATNAL1,Human,1
KATNAL2,Homo-Pan,1
KATNAL2,Haplorhine,0.47433479
KATNAL2,Primate,1
KATNAL2,Great Ape,1
KATNAL2,Human,1
KATNB1,Homo-Pan,1
KATNB1,Haplorhine,1
KATNB1,Primate,1
KATNB1,Human,1
KATNBL1,Homo-Pan,1
KATNBL1,Haplorhine,1
KATNBL1,Primate,1
KATNBL1,Human,1
KAZALD1,Primate,1
KAZALD1,Primate,1
KAZALD1,Human,1
KAZN,Primate,1
KAZN,Primate,1
KAZN,Primate,1
KAZN,Human,1
KBTBD11,Primate,1
KBTBD11,Haplorhine,1
KBTBD11,Great Ape,1
KBTBD11,Human,1
KBTBD12,Primate,1
KBTBD12,Haplorhine,1
KBTBD12,Human,1
KBTBD13,Homo-Pan,1
KBTBD13,Haplorhine,1
KBTBD13,Primate,1
KBTBD13,Human,1
KBTBD2,Haplorhine,1
KBTBD2,Primate,1
KBTBD2,Great Ape,1
KBTBD2,Human,1
KBTBD3,Haplorhine,1
KBTBD3,Primate,1
KBTBD3,Great Ape,1
KBTBD3,Human,1
KBTBD4,Haplorhine,1
KBTBD4,Primate,1
KBTBD4,Great Ape,1
KBTBD4,Human,1
KBTBD6,Haplorhine,1
KBTBD6,Primate,1
KBTBD6,Great Ape,1
KBTBD6,Human,1
KBTBD7,Primate,1
KBTBD7,Haplorhine,1
KBTBD7,Great Ape,1
KBTBD7,Human,1
KBTBD8,Haplorhine,1
KBTBD8,Primate,1
KBTBD8,Great Ape,1
KBTBD8,Human,1
KCMF1,Primate,1
KCMF1,Human,1
KCNA1,Haplorhine,1
KCNA1,Primate,0.480092732
KCNA1,Great Ape,1
KCNA1,Human,1
KCNA10,Homo-Pan,1
KCNA10,Haplorhine,1
KCNA10,Primate,1
KCNA10,Great Ape,1
KCNA10,Human,1
KCNA2,Haplorhine,1
KCNA2,Primate,1
KCNA2,Great Ape,1
KCNA2,Human,1
KCNA3,Haplorhine,1
KCNA3,Primate,1
KCNA3,Great Ape,1
KCNA3,Human,1
KCNA4,Homo-Pan,1
KCNA4,Haplorhine,0.36529428
KCNA4,Primate,1
KCNA4,Great Ape,1
KCNA4,Human,1
KCNA5,Primate,1
KCNA5,Primate,1
KCNA5,Primate,1
KCNA5,Human,1
KCNA6,Haplorhine,1
KCNA6,Primate,1
KCNA6,Great Ape,1
KCNA6,Human,1
KCNA7,Haplorhine,1
KCNA7,Primate,1
KCNA7,Great Ape,1
KCNA7,Human,1
KCNAB1,Haplorhine,1
KCNAB1,Primate,1
KCNAB1,Great Ape,1
KCNAB1,Human,1
KCNAB2,Homo-Pan,1
KCNAB2,Haplorhine,1
KCNAB2,Primate,1
KCNAB2,Human,1
KCNAB3,Haplorhine,1
KCNAB3,Primate,1
KCNAB3,Human,1
KCNB1,Homo-Pan,1
KCNB1,Haplorhine,0.355740744
KCNB1,Primate,1
KCNB1,Great Ape,1
KCNB1,Human,1
KCNB2,Homo-Pan,1
KCNB2,Haplorhine,1
KCNB2,Primate,1
KCNB2,Human,1
KCNC1,Primate,1
KCNC1,Primate,1
KCNC1,Primate,1
KCNC1,Human,1
KCNC2,Great Ape,1
KCNC2,Haplorhine,1
KCNC2,Primate,1
KCNC2,Great Ape,1
KCNC2,Human,1
KCNC3,Primate,1
KCNC3,Haplorhine,1
KCNC3,Human,1
KCNC4,Haplorhine,0.461524034
KCNC4,Primate,1
KCNC4,Great Ape,1
KCNC4,Human,1
KCND1,Haplorhine,0.431701624
KCND1,Primate,1
KCND1,Great Ape,1
KCND1,Human,1
KCND2,Homo-Pan,1
KCND2,Haplorhine,1
KCND2,Primate,1
KCND2,Great Ape,1
KCND2,Human,1
KCND3,Haplorhine,1
KCND3,Primate,1
KCND3,Great Ape,1
KCND3,Human,1
KCNE1,Homo-Pan,0.380352501
KCNE1,Haplorhine,1
KCNE1,Primate,1
KCNE1,Great Ape,1
KCNE1,Human,1
KCNE2,Haplorhine,0.375159023
KCNE2,Primate,1
KCNE2,Human,1
KCNE3,Primate,1
KCNE3,Primate,1
KCNE3,Human,1
KCNE4,Haplorhine,0.439060284
KCNE4,Primate,1
KCNE4,Human,1
KCNE5,Primate,1
KCNE5,Primate,1
KCNE5,Human,0.238232853
KCNF1,Haplorhine,1
KCNF1,Primate,1
KCNF1,Great Ape,1
KCNF1,Human,1
KCNG1,Haplorhine,1
KCNG1,Primate,1
KCNG1,Human,1
KCNG2,Primate,1
KCNG2,Haplorhine,1
KCNG2,Great Ape,1
KCNG2,Homo-Pan,1
KCNG2,Human,1
KCNG3,Haplorhine,1
KCNG3,Primate,1
KCNG3,Human,1
KCNG4,Haplorhine,0.387760962
KCNG4,Primate,1
KCNG4,Great Ape,1
KCNG4,Human,1
KCNH1,Homo-Pan,1
KCNH1,Haplorhine,1
KCNH1,Primate,1
KCNH1,Great Ape,1
KCNH1,Human,1
KCNH2,Homo-Pan,1
KCNH2,Haplorhine,1
KCNH2,Primate,1
KCNH2,Great Ape,1
KCNH2,Human,1
KCNH3,Homo-Pan,1
KCNH3,Haplorhine,1
KCNH3,Primate,1
KCNH3,Great Ape,1
KCNH3,Human,1
KCNH4,Homo-Pan,0.488743638
KCNH4,Haplorhine,1
KCNH4,Primate,1
KCNH4,Great Ape,1
KCNH4,Human,1
KCNH5,Homo-Pan,1
KCNH5,Haplorhine,1
KCNH5,Primate,1
KCNH5,Great Ape,1
KCNH5,Human,1
KCNH6,Homo-Pan,1
KCNH6,Haplorhine,1
KCNH6,Primate,1
KCNH6,Great Ape,1
KCNH6,Human,1
KCNH7,Homo-Pan,1
KCNH7,Haplorhine,1
KCNH7,Primate,1
KCNH7,Great Ape,1
KCNH7,Human,1
KCNH8,Haplorhine,1
KCNH8,Primate,1
KCNH8,Great Ape,1
KCNH8,Human,1
KCNIP1,Primate,1
KCNIP1,Primate,1
KCNIP1,Human,1
KCNIP2,Haplorhine,1
KCNIP2,Primate,1
KCNIP2,Human,1
KCNIP3,Homo-Pan,1
KCNIP3,Haplorhine,1
KCNIP3,Primate,1
KCNIP3,Human,0.340759889
KCNIP4,Homo-Pan,1
KCNIP4,Haplorhine,1
KCNIP4,Primate,1
KCNIP4,Human,1
KCNJ1,Homo-Pan,0.5
KCNJ1,Primate,1
KCNJ1,Haplorhine,0.5
KCNJ1,Great Ape,1
KCNJ1,Human,0.5
KCNJ10,Haplorhine,1
KCNJ10,Primate,1
KCNJ10,Human,1
KCNJ11,Haplorhine,1
KCNJ11,Primate,1
KCNJ11,Great Ape,1
KCNJ11,Human,1
KCNJ13,Homo-Pan,1
KCNJ13,Haplorhine,1
KCNJ13,Primate,1
KCNJ13,Great Ape,1
KCNJ13,Human,0.300012185
KCNJ14,Homo-Pan,1
KCNJ14,Haplorhine,1
KCNJ14,Primate,1
KCNJ14,Great Ape,0.45549019
KCNJ14,Human,1
KCNJ15,Homo-Pan,1
KCNJ15,Haplorhine,1
KCNJ15,Primate,1
KCNJ15,Great Ape,1
KCNJ15,Human,1
KCNJ16,Haplorhine,0.401613553
KCNJ16,Primate,1
KCNJ16,Great Ape,1
KCNJ16,Human,1
KCNJ2,Homo-Pan,1
KCNJ2,Haplorhine,1
KCNJ2,Primate,1
KCNJ2,Great Ape,1
KCNJ2,Human,1
KCNJ3,Primate,1
KCNJ3,Primate,1
KCNJ3,Human,1
KCNJ4,Haplorhine,1
KCNJ4,Primate,1
KCNJ4,Great Ape,1
KCNJ4,Human,1
KCNJ6,Haplorhine,1
KCNJ6,Primate,1
KCNJ6,Great Ape,1
KCNJ6,Human,1
KCNJ8,Homo-Pan,1
KCNJ8,Primate,1
KCNJ8,Haplorhine,1
KCNJ8,Great Ape,1
KCNJ8,Human,1
KCNJ9,Homo-Pan,1
KCNJ9,Haplorhine,1
KCNJ9,Primate,1
KCNJ9,Great Ape,0
KCNJ9,Human,1
KCNK1,Homo-Pan,1
KCNK1,Haplorhine,0.472193934
KCNK1,Primate,1
KCNK1,Human,1
KCNK10,Haplorhine,1
KCNK10,Primate,1
KCNK10,Great Ape,1
KCNK10,Human,1
KCNK12,Primate,1
KCNK12,Primate,1
KCNK12,Human,1
KCNK13,Haplorhine,1
KCNK13,Primate,1
KCNK13,Great Ape,1
KCNK13,Human,1
KCNK15,Homo-Pan,1
KCNK15,Haplorhine,1
KCNK15,Primate,1
KCNK15,Great Ape,1
KCNK15,Human,0.411254535
KCNK16,Haplorhine,0.452947917
KCNK16,Primate,1
KCNK16,Great Ape,1
KCNK16,Human,1
KCNK17,Homo-Pan,1
KCNK17,Haplorhine,1
KCNK17,Primate,1
KCNK17,Great Ape,1
KCNK17,Human,1
KCNK18,Homo-Pan,1
KCNK18,Haplorhine,1
KCNK18,Primate,1
KCNK18,Human,0.49237539
KCNK2,Haplorhine,1
KCNK2,Primate,1
KCNK2,Great Ape,1
KCNK2,Human,1
KCNK3,Haplorhine,1
KCNK3,Primate,1
KCNK3,Great Ape,1
KCNK3,Human,1
KCNK4,Haplorhine,0.472960978
KCNK4,Primate,1
KCNK4,Great Ape,1
KCNK4,Human,1
KCNK5,Haplorhine,1
KCNK5,Primate,1
KCNK5,Great Ape,1
KCNK5,Human,1
KCNK6,Primate,1
KCNK6,Primate,1
KCNK6,Human,1
KCNK7,Homo-Pan,0.470935939
KCNK7,Haplorhine,1
KCNK7,Primate,1
KCNK7,Great Ape,1
KCNK7,Human,1
KCNK9,Haplorhine,1
KCNK9,Primate,1
KCNK9,Great Ape,1
KCNK9,Human,1
KCNMA1,Homo-Pan,1
KCNMA1,Haplorhine,1
KCNMA1,Primate,1
KCNMA1,Great Ape,1
KCNMA1,Human,1
KCNMB1,Homo-Pan,1
KCNMB1,Haplorhine,1
KCNMB1,Primate,1
KCNMB1,Great Ape,1
KCNMB1,Human,0.350011533
KCNMB2,Haplorhine,1
KCNMB2,Primate,1
KCNMB2,Great Ape,1
KCNMB2,Human,1
KCNMB3,Homo-Pan,0.270924043
KCNMB3,Haplorhine,1
KCNMB3,Primate,0.344424577
KCNMB3,Great Ape,1
KCNMB3,Human,0.119948782
KCNMB4,Haplorhine,0.395411853
KCNMB4,Primate,1
KCNMB4,Human,1
KCNN1,Primate,1
KCNN1,Haplorhine,1
KCNN1,Great Ape,1
KCNN1,Human,1
KCNN2,Homo-Pan,1
KCNN2,Haplorhine,1
KCNN2,Primate,1
KCNN2,Human,1
KCNN3,Great Ape,1
KCNN3,Haplorhine,1
KCNN3,Primate,1
KCNN3,Human,1
KCNN4,Primate,1
KCNN4,Primate,0.343825124
KCNN4,Human,1
KCNQ1,Homo-Pan,1
KCNQ1,Haplorhine,1
KCNQ1,Primate,0.473518421
KCNQ1,Great Ape,0.366445756
KCNQ1,Human,0.2596229
KCNQ2,Haplorhine,1
KCNQ2,Primate,1
KCNQ2,Great Ape,1
KCNQ2,Human,1
KCNQ3,Homo-Pan,1
KCNQ3,Haplorhine,1
KCNQ3,Primate,1
KCNQ3,Human,1
KCNQ4,Homo-Pan,1
KCNQ4,Haplorhine,1
KCNQ4,Primate,1
KCNQ4,Great Ape,1
KCNQ4,Human,1
KCNQ5,Homo-Pan,1
KCNQ5,Haplorhine,1
KCNQ5,Primate,1
KCNQ5,Great Ape,1
KCNQ5,Human,1
KCNRG,Homo-Pan,1
KCNRG,Haplorhine,1
KCNRG,Primate,1
KCNRG,Great Ape,1
KCNRG,Human,1
KCNS1,Homo-Pan,1
KCNS1,Haplorhine,1
KCNS1,Primate,1
KCNS1,Great Ape,1
KCNS1,Human,1
KCNS2,Haplorhine,1
KCNS2,Primate,1
KCNS2,Human,1
KCNS3,Haplorhine,1
KCNS3,Primate,1
KCNS3,Great Ape,1
KCNS3,Human,1
KCNT1,Primate,1
KCNT1,Haplorhine,1
KCNT1,Great Ape,0.5
KCNT1,Homo-Pan,1
KCNT1,Human,1
KCNT2,Homo-Pan,1
KCNT2,Haplorhine,1
KCNT2,Primate,1
KCNT2,Great Ape,1
KCNT2,Human,1
KCNU1,Homo-Pan,1
KCNU1,Haplorhine,1
KCNU1,Primate,1
KCNU1,Great Ape,1
KCNU1,Human,1
KCNV1,Haplorhine,1
KCNV1,Primate,1
KCNV1,Great Ape,1
KCNV1,Human,1
KCNV2,Homo-Pan,1
KCNV2,Haplorhine,1
KCNV2,Primate,1
KCNV2,Great Ape,1
KCNV2,Human,1
KCP,Homo-Pan,1
KCP,Haplorhine,1
KCP,Primate,1
KCP,Great Ape,0.271678452
KCP,Human,1
KCTD1,Homo-Pan,1
KCTD1,Haplorhine,1
KCTD1,Primate,1
KCTD1,Human,1
KCTD10,Haplorhine,1
KCTD10,Primate,1
KCTD10,Great Ape,1
KCTD10,Human,1
KCTD11,Homo-Pan,1
KCTD11,Haplorhine,0.385109254
KCTD11,Primate,1
KCTD11,Great Ape,1
KCTD11,Human,1
KCTD12,Primate,1
KCTD12,Primate,1
KCTD12,Primate,1
KCTD12,Human,0.406875732
KCTD13,Homo-Pan,0.012619141
KCTD13,Haplorhine,1
KCTD13,Primate,1
KCTD13,Human,1
KCTD14,Homo-Pan,1
KCTD14,Haplorhine,1
KCTD14,Primate,1
KCTD14,Great Ape,1
KCTD14,Human,1
KCTD15,Haplorhine,1
KCTD15,Primate,1
KCTD15,Great Ape,1
KCTD15,Human,1
KCTD16,Haplorhine,1
KCTD16,Primate,1
KCTD16,Human,1
KCTD17,Haplorhine,1
KCTD17,Primate,1
KCTD17,Human,1
KCTD18,Haplorhine,0.480114114
KCTD18,Primate,1
KCTD18,Human,0.193607605
KCTD19,Homo-Pan,1
KCTD19,Haplorhine,1
KCTD19,Primate,1
KCTD19,Great Ape,0.36260535
KCTD19,Human,1
KCTD2,Haplorhine,1
KCTD2,Primate,1
KCTD2,Great Ape,1
KCTD2,Human,1
KCTD20,Homo-Pan,1
KCTD20,Haplorhine,0.470859288
KCTD20,Primate,1
KCTD20,Great Ape,1
KCTD20,Human,1
KCTD21,Haplorhine,1
KCTD21,Primate,1
KCTD21,Human,1
KCTD3,Homo-Pan,1
KCTD3,Haplorhine,1
KCTD3,Primate,1
KCTD3,Great Ape,1
KCTD3,Human,1
KCTD5,Primate,1
KCTD5,Primate,1
KCTD5,Primate,1
KCTD5,Human,1
KCTD6,Homo-Pan,1
KCTD6,Haplorhine,1
KCTD6,Primate,1
KCTD6,Great Ape,1
KCTD6,Human,1
KCTD8,Homo-Pan,1
KCTD8,Haplorhine,1
KCTD8,Primate,1
KCTD8,Great Ape,1
KCTD8,Human,1
KCTD9,Haplorhine,1
KCTD9,Human,1
KDELR1,Homo-Pan,1
KDELR1,Haplorhine,1
KDELR1,Primate,1
KDELR1,Human,1
KDELR2,Haplorhine,1
KDELR2,Primate,1
KDELR2,Human,1
KDELR3,Haplorhine,1
KDELR3,Primate,1
KDELR3,Human,1
KDF1,Homo-Pan,1
KDF1,Haplorhine,1
KDF1,Primate,1
KDF1,Great Ape,1
KDF1,Human,1
KDM1A,Homo-Pan,1
KDM1A,Haplorhine,1
KDM1A,Primate,1
KDM1A,Great Ape,1
KDM1A,Human,1
KDM1B,Homo-Pan,1
KDM1B,Haplorhine,0.375765441
KDM1B,Primate,1
KDM1B,Great Ape,0.225958932
KDM1B,Human,1
KDM2A,Homo-Pan,0.306975866
KDM2A,Haplorhine,1
KDM2A,Primate,1
KDM2A,Human,1
KDM2B,Homo-Pan,0.323985015
KDM2B,Haplorhine,1
KDM2B,Primate,1
KDM2B,Great Ape,1
KDM2B,Human,1
KDM3A,Haplorhine,1
KDM3A,Primate,1
KDM3A,Great Ape,1
KDM3A,Human,1
KDM3B,Homo-Pan,1
KDM3B,Haplorhine,1
KDM3B,Primate,1
KDM3B,Great Ape,1
KDM3B,Human,1
KDM4A,Haplorhine,1
KDM4A,Primate,1
KDM4A,Great Ape,1
KDM4A,Human,1
KDM4B,Homo-Pan,1
KDM4B,Haplorhine,1
KDM4B,Primate,1
KDM4B,Great Ape,1
KDM4B,Human,1
KDM4C,Haplorhine,1
KDM4C,Primate,1
KDM4C,Great Ape,1
KDM4C,Human,1
KDM4D,Homo-Pan,0.299848321
KDM4D,Haplorhine,0.347048183
KDM4D,Primate,1
KDM4D,Great Ape,1
KDM4D,Human,1
KDM4E,Homo-Pan,1
KDM4E,Haplorhine,1
KDM4E,Haplorhine,1
KDM4E,Great Ape,1
KDM4E,Human,1
KDM5A,Homo-Pan,1
KDM5A,Haplorhine,1
KDM5A,Primate,1
KDM5A,Great Ape,1
KDM5A,Human,1
KDM5B,Homo-Pan,1
KDM5B,Haplorhine,1
KDM5B,Primate,1
KDM5B,Great Ape,1
KDM5B,Human,1
KDM5C,Homo-Pan,1
KDM5C,Haplorhine,1
KDM5C,Primate,1
KDM5C,Great Ape,1
KDM5C,Human,1
KDM5D,Great Ape,1
KDM5D,Great Ape,1
KDM5D,Primate,1
KDM5D,Haplorhine,1
KDM5D,Human,1
KDM6A,Haplorhine,1
KDM6A,Primate,1
KDM6A,Great Ape,1
KDM6A,Human,1
KDM6B,Homo-Pan,1
KDM6B,Haplorhine,1
KDM6B,Primate,1
KDM6B,Great Ape,1
KDM6B,Human,1
KDM7A,Homo-Pan,1
KDM7A,Haplorhine,1
KDM7A,Primate,1
KDM7A,Great Ape,1
KDM7A,Human,0.5
KDM8,Homo-Pan,1
KDM8,Primate,1
KDM8,Haplorhine,0.350704923
KDM8,Great Ape,1
KDM8,Human,1
KDR,Homo-Pan,1
KDR,Haplorhine,1
KDR,Primate,1
KDR,Great Ape,1
KDR,Human,1
KDSR,Haplorhine,1
KDSR,Primate,1
KDSR,Great Ape,0.307363341
KDSR,Human,1
KEAP1,Haplorhine,1
KEAP1,Primate,1
KEAP1,Great Ape,1
KEAP1,Human,1
KEL,Homo-Pan,1
KEL,Haplorhine,1
KEL,Primate,1
KEL,Great Ape,1
KEL,Human,1
KERA,Great Ape,1
KERA,Haplorhine,1
KERA,Primate,1
KERA,Great Ape,1
KERA,Human,1
KHDC1L,Primate,1
KHDC1L,Primate,1
KHDC1L,Human,1
KHDC3L,Homo-Pan,0.5
KHDC3L,Primate,1
KHDC3L,Haplorhine,1
KHDC3L,Great Ape,1
KHDC3L,Human,1
KHDC4,Haplorhine,1
KHDC4,Primate,1
KHDC4,Great Ape,1
KHDC4,Human,1
KHDRBS1,Homo-Pan,1
KHDRBS1,Haplorhine,1
KHDRBS1,Primate,1
KHDRBS1,Human,1
KHDRBS2,Haplorhine,1
KHDRBS2,Primate,1
KHDRBS2,Great Ape,1
KHDRBS2,Human,1
KHDRBS3,Primate,1
KHDRBS3,Primate,1
KHDRBS3,Human,1
KHK,Homo-Pan,1
KHK,Haplorhine,1
KHK,Primate,1
KHK,Human,1
KHNYN,Homo-Pan,1
KHNYN,Haplorhine,1
KHNYN,Primate,1
KHNYN,Great Ape,1
KHNYN,Human,0.137233699
KHSRP,Haplorhine,1
KHSRP,Primate,1
KHSRP,Great Ape,1
KHSRP,Human,1
KIAA0040,Haplorhine,0.473598241
KIAA0040,Primate,1
KIAA0040,Human,1
KIAA0100,Homo-Pan,1
KIAA0100,Haplorhine,1
KIAA0100,Primate,1
KIAA0100,Great Ape,1
KIAA0100,Human,1
KIAA0232,Homo-Pan,0.308622466
KIAA0232,Haplorhine,1
KIAA0232,Primate,1
KIAA0232,Human,1
KIAA0319,Homo-Pan,0.211667784
KIAA0319,Haplorhine,1
KIAA0319,Primate,1
KIAA0319,Great Ape,1
KIAA0319,Human,0.135504301
KIAA0319L,Homo-Pan,1
KIAA0319L,Haplorhine,1
KIAA0319L,Primate,1
KIAA0319L,Great Ape,0.312555649
KIAA0319L,Human,1
KIAA0408,Homo-Pan,0.30625321
KIAA0408,Haplorhine,0.191133907
KIAA0408,Primate,1
KIAA0408,Great Ape,0.126099863
KIAA0408,Human,1
KIAA0513,Haplorhine,1
KIAA0513,Primate,1
KIAA0513,Great Ape,1
KIAA0513,Human,1
KIAA0586,Homo-Pan,0.474812881
KIAA0586,Haplorhine,1
KIAA0586,Primate,1
KIAA0586,Great Ape,0.155507822
KIAA0586,Human,1
KIAA0753,Homo-Pan,1
KIAA0753,Haplorhine,0.297158053
KIAA0753,Primate,1
KIAA0753,Great Ape,1
KIAA0753,Human,1
KIAA0825,Homo-Pan,1
KIAA0825,Haplorhine,1
KIAA0825,Primate,1
KIAA0825,Great Ape,1
KIAA0825,Human,0.431934131
KIAA0895,Homo-Pan,1
KIAA0895,Haplorhine,1
KIAA0895,Primate,1
KIAA0895,Human,1
KIAA0930,Homo-Pan,1
KIAA0930,Haplorhine,1
KIAA0930,Primate,1
KIAA0930,Human,1
KIAA1143,Haplorhine,0.323127758
KIAA1143,Primate,1
KIAA1143,Human,1
KIAA1191,Primate,1
KIAA1191,Haplorhine,1
KIAA1191,Homo-Pan,1
KIAA1191,Human,1
KIAA1210,Homo-Pan,1
KIAA1210,Haplorhine,0.382114177
KIAA1210,Primate,0.340246959
KIAA1210,Great Ape,0.382730662
KIAA1210,Human,0.415784178
KIAA1217,Homo-Pan,1
KIAA1217,Haplorhine,1
KIAA1217,Primate,1
KIAA1217,Great Ape,1
KIAA1217,Human,1
KIAA1328,Homo-Pan,0.23566628
KIAA1328,Haplorhine,0.366386742
KIAA1328,Primate,1
KIAA1328,Great Ape,1
KIAA1328,Human,1
KIAA1522,Haplorhine,0.481672134
KIAA1522,Primate,1
KIAA1522,Great Ape,0.475053917
KIAA1522,Human,1
KIAA1549,Homo-Pan,1
KIAA1549,Haplorhine,0.309625913
KIAA1549,Primate,1
KIAA1549,Great Ape,1
KIAA1549,Human,1
KIAA1549L,Homo-Pan,1
KIAA1549L,Haplorhine,1
KIAA1549L,Primate,1
KIAA1549L,Great Ape,1
KIAA1549L,Human,1
KIAA1586,Homo-Pan,1
KIAA1586,Haplorhine,0.332122046
KIAA1586,Primate,1
KIAA1586,Great Ape,1
KIAA1586,Human,1
KIAA1614,Homo-Pan,0.292583061
KIAA1614,Haplorhine,1
KIAA1614,Primate,1
KIAA1614,Great Ape,1
KIAA1614,Human,1
KIAA1671,Homo-Pan,1
KIAA1671,Haplorhine,1
KIAA1671,Primate,1
KIAA1671,Great Ape,1
KIAA1671,Human,1
KIAA1755,Homo-Pan,1
KIAA1755,Haplorhine,0.359114686
KIAA1755,Primate,1
KIAA1755,Great Ape,1
KIAA1755,Human,1
KIAA1841,Homo-Pan,1
KIAA1841,Haplorhine,1
KIAA1841,Primate,1
KIAA1841,Human,0.419056467
KIAA1958,Homo-Pan,1
KIAA1958,Haplorhine,1
KIAA1958,Primate,1
KIAA1958,Great Ape,1
KIAA1958,Human,1
KIAA2012,Homo-Pan,0.135638819
KIAA2012,Haplorhine,1
KIAA2012,Primate,1
KIAA2012,Great Ape,0.231603867
KIAA2012,Human,1
KIAA2013,Homo-Pan,1
KIAA2013,Haplorhine,0.480898046
KIAA2013,Primate,1
KIAA2013,Great Ape,1
KIAA2013,Human,1
KIAA2026,Homo-Pan,1
KIAA2026,Haplorhine,1
KIAA2026,Primate,1
KIAA2026,Great Ape,1
KIAA2026,Human,1
KIDINS220,Homo-Pan,1
KIDINS220,Haplorhine,1
KIDINS220,Primate,1
KIDINS220,Great Ape,1
KIDINS220,Human,1
KIF11,Homo-Pan,1
KIF11,Haplorhine,1
KIF11,Primate,1
KIF11,Great Ape,1
KIF11,Human,1
KIF12,Homo-Pan,1
KIF12,Haplorhine,1
KIF12,Primate,1
KIF12,Great Ape,1
KIF12,Human,1
KIF13A,Homo-Pan,1
KIF13A,Haplorhine,1
KIF13A,Primate,1
KIF13A,Great Ape,0.319537183
KIF13A,Human,1
KIF13B,Homo-Pan,1
KIF13B,Haplorhine,1
KIF13B,Primate,1
KIF13B,Great Ape,1
KIF13B,Human,1
KIF14,Homo-Pan,0.220375033
KIF14,Haplorhine,0.483085671
KIF14,Primate,1
KIF14,Great Ape,1
KIF14,Human,1
KIF15,Homo-Pan,1
KIF15,Haplorhine,1
KIF15,Primate,1
KIF15,Great Ape,1
KIF15,Human,1
KIF16B,Homo-Pan,0.388058225
KIF16B,Haplorhine,1
KIF16B,Primate,1
KIF16B,Great Ape,0.236350464
KIF16B,Human,1
KIF17,Homo-Pan,1
KIF17,Haplorhine,1
KIF17,Primate,1
KIF17,Great Ape,1
KIF17,Human,1
KIF18A,Homo-Pan,1
KIF18A,Haplorhine,0.321595856
KIF18A,Primate,1
KIF18A,Great Ape,0.211098758
KIF18A,Human,1
KIF18B,Homo-Pan,1
KIF18B,Haplorhine,1
KIF18B,Primate,1
KIF18B,Great Ape,1
KIF18B,Human,1
KIF19,Homo-Pan,1
KIF19,Haplorhine,1
KIF19,Primate,1
KIF19,Great Ape,0.48804428
KIF19,Human,1
KIF1A,Homo-Pan,1
KIF1A,Haplorhine,1
KIF1A,Primate,1
KIF1A,Great Ape,1
KIF1A,Human,1
KIF1B,Homo-Pan,1
KIF1B,Haplorhine,1
KIF1B,Primate,1
KIF1B,Great Ape,1
KIF1B,Human,1
KIF1C,Homo-Pan,1
KIF1C,Haplorhine,1
KIF1C,Primate,1
KIF1C,Great Ape,1
KIF1C,Human,1
KIF20A,Homo-Pan,1
KIF20A,Haplorhine,1
KIF20A,Primate,1
KIF20A,Great Ape,1
KIF20A,Human,1
KIF20B,Homo-Pan,0.224133804
KIF20B,Haplorhine,1
KIF20B,Primate,1
KIF20B,Great Ape,1
KIF20B,Human,1
KIF21A,Homo-Pan,1
KIF21A,Haplorhine,1
KIF21A,Primate,1
KIF21A,Great Ape,1
KIF21A,Human,1
KIF21B,Homo-Pan,1
KIF21B,Haplorhine,1
KIF21B,Primate,1
KIF21B,Great Ape,1
KIF21B,Human,1
KIF22,Homo-Pan,1
KIF22,Haplorhine,1
KIF22,Primate,1
KIF22,Great Ape,1
KIF22,Human,1
KIF23,Homo-Pan,0.306433977
KIF23,Haplorhine,1
KIF23,Primate,1
KIF23,Great Ape,1
KIF23,Human,1
KIF24,Homo-Pan,0.322238556
KIF24,Haplorhine,1
KIF24,Primate,1
KIF24,Great Ape,1
KIF24,Human,0.486732668
KIF25,Homo-Pan,1
KIF25,Primate,1
KIF25,Haplorhine,1
KIF25,Great Ape,1
KIF25,Human,0.182395897
KIF26B,Homo-Pan,1
KIF26B,Haplorhine,0.452440842
KIF26B,Primate,1
KIF26B,Great Ape,1
KIF26B,Human,1
KIF27,Homo-Pan,0.430981551
KIF27,Haplorhine,0.260377979
KIF27,Primate,1
KIF27,Great Ape,0.100078044
KIF27,Human,1
KIF2A,Haplorhine,1
KIF2A,Primate,1
KIF2A,Human,0.31598568
KIF2B,Homo-Pan,1
KIF2B,Haplorhine,1
KIF2B,Primate,1
KIF2B,Great Ape,0.098137917
